date,5–15 min,15–30 min,30–60 min,60–180 min,≥180 min,bucketed_total,lt_5_min,all_gaps_total
2002-01-02,5.0000,,,,0,5.0000,155.0000,160
2002-01-06,3.0000,,,,0,3.0000,53.0000,56
2002-01-07,8.0000,1.0000,,,0,9.0000,146.0000,155
2002-01-08,4.0000,1.0000,,,0,5.0000,140.0000,145
2002-01-09,3.0000,1.0000,,,0,4.0000,143.0000,147
2002-01-13,4.0000,,,1.0000,0,5.0000,48.0000,53
2002-01-14,6.0000,2.0000,1.0000,,0,9.0000,199.0000,208
2002-01-15,6.0000,1.0000,,,0,7.0000,186.0000,193
2002-01-16,11.0000,1.0000,,,0,12.0000,161.0000,173
2002-01-20,4.0000,,,,0,4.0000,54.0000,58
2002-01-21,12.0000,,,,0,12.0000,155.0000,167
2002-01-22,6.0000,,,,0,6.0000,246.0000,252
2002-01-23,9.0000,3.0000,,,0,12.0000,200.0000,212
2002-01-27,2.0000,,,1.0000,0,3.0000,40.0000,43
2002-01-28,10.0000,3.0000,4.0000,3.0000,0,20.0000,48.0000,68
2002-01-29,12.0000,3.0000,,1.0000,0,16.0000,175.0000,191
2002-01-30,7.0000,,1.0000,,0,8.0000,197.0000,205
2002-02-03,8.0000,,,,0,8.0000,54.0000,62
2002-02-04,8.0000,,,,0,8.0000,207.0000,215
2002-02-05,6.0000,1.0000,,,0,7.0000,153.0000,160
2002-02-06,8.0000,,2.0000,,0,10.0000,173.0000,183
2002-02-17,13.0000,1.0000,1.0000,,0,15.0000,41.0000,56
2002-02-18,10.0000,1.0000,,,0,11.0000,184.0000,195
2002-02-19,4.0000,,1.0000,,0,5.0000,215.0000,220
2002-02-20,11.0000,1.0000,,,0,12.0000,172.0000,184
2002-02-21,13.0000,,,,0,13.0000,196.0000,209
2002-02-22,3.0000,,,,0,3.0000,114.0000,117
2002-02-24,9.0000,,,,0,9.0000,55.0000,64
2002-02-25,18.0000,1.0000,,,0,19.0000,231.0000,250
2002-02-26,12.0000,1.0000,,,0,13.0000,201.0000,214
2002-02-27,11.0000,,1.0000,,0,12.0000,197.0000,209
2002-03-03,8.0000,,,,0,8.0000,48.0000,56
2002-03-04,12.0000,2.0000,,,0,14.0000,206.0000,220
2002-03-05,10.0000,,,,0,10.0000,201.0000,211
2002-03-06,7.0000,1.0000,,,0,8.0000,209.0000,217
2002-03-10,6.0000,,,,0,6.0000,58.0000,64
2002-03-11,14.0000,1.0000,,,0,15.0000,224.0000,239
2002-03-12,10.0000,1.0000,,,0,11.0000,225.0000,236
2002-03-13,10.0000,,,,0,10.0000,213.0000,223
2002-03-17,7.0000,,,,0,7.0000,54.0000,61
2002-03-18,16.0000,,,,0,16.0000,222.0000,238
2002-03-19,12.0000,1.0000,,,0,13.0000,220.0000,233
2002-03-20,12.0000,,1.0000,,0,13.0000,199.0000,212
2002-03-24,4.0000,,,,0,4.0000,67.0000,71
2002-03-25,18.0000,,,,0,18.0000,270.0000,288
2002-03-26,9.0000,,1.0000,,0,10.0000,222.0000,232
2002-03-27,6.0000,,1.0000,,0,7.0000,250.0000,257
2002-03-31,5.0000,1.0000,,,0,6.0000,51.0000,57
2002-04-01,14.0000,1.0000,1.0000,,0,16.0000,234.0000,250
2002-04-02,9.0000,1.0000,,,0,10.0000,218.0000,228
2002-04-03,11.0000,2.0000,,,0,13.0000,252.0000,265
2002-04-07,5.0000,1.0000,,,0,6.0000,60.0000,66
2002-04-08,21.0000,,,,0,21.0000,237.0000,258
2002-04-09,10.0000,1.0000,,,0,11.0000,251.0000,262
2002-04-10,11.0000,,,,0,11.0000,274.0000,285
2002-04-14,6.0000,,,,0,6.0000,56.0000,62
2002-04-15,24.0000,1.0000,,,0,25.0000,286.0000,311
2002-04-16,13.0000,,,,0,13.0000,288.0000,301
2002-04-17,8.0000,,,,0,8.0000,203.0000,211
2002-04-21,4.0000,,,,0,4.0000,59.0000,63
2002-04-22,13.0000,,1.0000,,0,14.0000,296.0000,310
2002-04-23,18.0000,1.0000,,,0,19.0000,271.0000,290
2002-04-24,11.0000,2.0000,,,0,13.0000,268.0000,281
2002-04-28,15.0000,4.0000,1.0000,,0,20.0000,21.0000,41
2002-04-29,54.0000,6.0000,1.0000,,0,61.0000,279.0000,340
2002-04-30,46.0000,8.0000,2.0000,,0,56.0000,230.0000,286
2002-05-01,53.0000,4.0000,1.0000,,0,58.0000,267.0000,325
2002-05-05,9.0000,4.0000,,,0,13.0000,45.0000,58
2002-05-06,67.0000,9.0000,1.0000,,0,77.0000,229.0000,306
2002-05-07,36.0000,3.0000,,,0,39.0000,303.0000,342
2002-05-08,37.0000,3.0000,,,0,40.0000,310.0000,350
