date,5–15 min,15–30 min,30–60 min,60–180 min,≥180 min,bucketed_total,lt_5_min,all_gaps_total
2011-01-02,2.0000,,0,0,0,2.0000,60.0000,62
2011-01-04,1.0000,,0,0,0,1.0000,94.0000,95
2011-01-10,1.0000,,0,0,0,1.0000,111.0000,112
2011-01-13,1.0000,,0,0,0,1.0000,73.0000,74
2011-01-16,2.0000,,0,0,0,2.0000,71.0000,73
2011-01-17,2.0000,,0,0,0,2.0000,137.0000,139
2011-01-25,1.0000,,0,0,0,1.0000,81.0000,82
2011-01-27,1.0000,,0,0,0,1.0000,81.0000,82
2011-01-31,2.0000,,0,0,0,2.0000,87.0000,89
2011-02-02,2.0000,,0,0,0,2.0000,123.0000,125
2011-02-03,2.0000,,0,0,0,2.0000,123.0000,125
2011-02-08,2.0000,,0,0,0,2.0000,104.0000,106
2011-02-15,2.0000,,0,0,0,2.0000,130.0000,132
2011-02-16,2.0000,,0,0,0,2.0000,114.0000,116
2011-02-17,2.0000,,0,0,0,2.0000,131.0000,133
2011-02-18,2.0000,,0,0,0,2.0000,56.0000,58
2011-02-21,2.0000,,0,0,0,2.0000,153.0000,155
2011-02-23,2.0000,,0,0,0,2.0000,96.0000,98
2011-02-24,2.0000,,0,0,0,2.0000,89.0000,91
2011-02-25,1.0000,,0,0,0,1.0000,68.0000,69
2011-03-02,2.0000,,0,0,0,2.0000,120.0000,122
2011-03-03,1.0000,,0,0,0,1.0000,120.0000,121
2011-03-06,1.0000,,0,0,0,1.0000,91.0000,92
2011-03-07,1.0000,,0,0,0,1.0000,182.0000,183
2011-03-09,1.0000,,0,0,0,1.0000,143.0000,144
2011-03-10,3.0000,,0,0,0,3.0000,146.0000,149
2011-03-14,2.0000,,0,0,0,2.0000,132.0000,134
2011-03-15,1.0000,,0,0,0,1.0000,69.0000,70
2011-03-20,3.0000,,0,0,0,3.0000,61.0000,64
2011-03-21,1.0000,,0,0,0,1.0000,159.0000,160
2011-03-22,3.0000,,0,0,0,3.0000,161.0000,164
2011-03-23,2.0000,,0,0,0,2.0000,129.0000,131
2011-03-24,5.0000,,0,0,0,5.0000,162.0000,167
2011-03-25,1.0000,,0,0,0,1.0000,65.0000,66
2011-03-27,1.0000,,0,0,0,1.0000,69.0000,70
2011-03-28,8.0000,,0,0,0,8.0000,175.0000,183
2011-03-29,2.0000,,0,0,0,2.0000,151.0000,153
2011-04-04,4.0000,,0,0,0,4.0000,191.0000,195
2011-04-05,1.0000,,0,0,0,1.0000,126.0000,127
2011-04-06,4.0000,,0,0,0,4.0000,153.0000,157
2011-04-07,3.0000,,0,0,0,3.0000,112.0000,115
2011-04-10,1.0000,,0,0,0,1.0000,61.0000,62
2011-04-13,1.0000,,0,0,0,1.0000,108.0000,109
2011-04-14,3.0000,,0,0,0,3.0000,99.0000,102
2011-04-17,3.0000,,0,0,0,3.0000,52.0000,55
2011-04-20,2.0000,,0,0,0,2.0000,109.0000,111
2011-04-21,6.0000,,0,0,0,6.0000,157.0000,163
2011-04-22,17.0000,1.0000,0,0,0,18.0000,204.0000,222
2011-04-24,2.0000,,0,0,0,2.0000,50.0000,52
2011-04-25,2.0000,,0,0,0,2.0000,179.0000,181
2011-04-28,3.0000,,0,0,0,3.0000,122.0000,125
2011-05-01,2.0000,,0,0,0,2.0000,35.0000,37
2011-05-04,1.0000,,0,0,0,1.0000,70.0000,71
2011-05-10,1.0000,,0,0,0,1.0000,79.0000,80
2011-05-12,1.0000,,0,0,0,1.0000,76.0000,77
2011-05-17,2.0000,,0,0,0,2.0000,54.0000,56
2011-05-19,1.0000,,0,0,0,1.0000,88.0000,89
2011-05-24,1.0000,,0,0,0,1.0000,68.0000,69
2011-05-30,2.0000,,0,0,0,2.0000,153.0000,155
2011-06-02,1.0000,,0,0,0,1.0000,77.0000,78
2011-06-05,1.0000,,0,0,0,1.0000,42.0000,43
2011-06-09,1.0000,,0,0,0,1.0000,89.0000,90
2011-06-12,2.0000,,0,0,0,2.0000,43.0000,45
2011-06-13,1.0000,,0,0,0,1.0000,65.0000,66
2011-06-28,1.0000,,0,0,0,1.0000,89.0000,90
