date,5–15 min,15–30 min,30–60 min,60–180 min,≥180 min,bucketed_total,lt_5_min,all_gaps_total
2008-01-01,5.0000,,0,0,0,5.0000,64.0000,69
2008-01-02,2.0000,,0,0,0,2.0000,160.0000,162
2008-01-03,2.0000,,0,0,0,2.0000,198.0000,200
2008-01-06,5.0000,,0,0,0,5.0000,87.0000,92
2008-01-08,1.0000,,0,0,0,1.0000,197.0000,198
2008-01-09,2.0000,,0,0,0,2.0000,182.0000,184
2008-01-10,2.0000,,0,0,0,2.0000,149.0000,151
2008-01-11,1.0000,,0,0,0,1.0000,69.0000,70
2008-01-13,2.0000,,0,0,0,2.0000,99.0000,101
2008-01-14,5.0000,,0,0,0,5.0000,206.0000,211
2008-01-20,1.0000,,0,0,0,1.0000,64.0000,65
2008-01-21,3.0000,1.0000,0,0,0,4.0000,107.0000,111
2008-01-27,1.0000,,0,0,0,1.0000,65.0000,66
2008-01-29,5.0000,,0,0,0,5.0000,211.0000,216
2008-01-31,5.0000,,0,0,0,5.0000,125.0000,130
2008-02-03,2.0000,,0,0,0,2.0000,72.0000,74
2008-02-04,2.0000,,0,0,0,2.0000,204.0000,206
2008-02-05,3.0000,,0,0,0,3.0000,140.0000,143
2008-02-06,1.0000,,0,0,0,1.0000,154.0000,155
2008-02-07,2.0000,,0,0,0,2.0000,143.0000,145
2008-02-08,1.0000,,0,0,0,1.0000,89.0000,90
2008-02-10,2.0000,,0,0,0,2.0000,80.0000,82
2008-02-11,4.0000,,0,0,0,4.0000,167.0000,171
2008-02-12,4.0000,,0,0,0,4.0000,160.0000,164
2008-02-13,6.0000,,0,0,0,6.0000,181.0000,187
2008-02-14,7.0000,,0,0,0,7.0000,194.0000,201
2008-02-15,1.0000,,0,0,0,1.0000,89.0000,90
2008-02-17,9.0000,,0,0,0,9.0000,88.0000,97
2008-02-18,5.0000,1.0000,0,0,0,6.0000,249.0000,255
2008-02-19,3.0000,,0,0,0,3.0000,162.0000,165
2008-02-20,4.0000,,0,0,0,4.0000,171.0000,175
2008-02-21,1.0000,,0,0,0,1.0000,151.0000,152
2008-02-22,3.0000,,0,0,0,3.0000,81.0000,84
2008-02-24,4.0000,2.0000,0,0,0,6.0000,113.0000,119
2008-02-25,6.0000,,0,0,0,6.0000,203.0000,209
2008-02-26,1.0000,,0,0,0,1.0000,122.0000,123
2008-02-27,2.0000,,0,0,0,2.0000,121.0000,123
2008-02-28,1.0000,,0,0,0,1.0000,119.0000,120
2008-03-03,1.0000,,0,0,0,1.0000,135.0000,136
2008-03-04,2.0000,,0,0,0,2.0000,146.0000,148
2008-03-05,4.0000,,0,0,0,4.0000,144.0000,148
2008-03-06,2.0000,,0,0,0,2.0000,111.0000,113
2008-03-09,6.0000,,0,0,0,6.0000,79.0000,85
2008-03-11,2.0000,,0,0,0,2.0000,139.0000,141
2008-03-12,1.0000,,0,0,0,1.0000,84.0000,85
2008-03-20,2.0000,,0,0,0,2.0000,124.0000,126
2008-03-21,10.0000,,0,0,0,10.0000,209.0000,219
2008-03-23,5.0000,,0,0,0,5.0000,84.0000,89
2008-03-25,1.0000,,0,0,0,1.0000,104.0000,105
2008-03-26,1.0000,,0,0,0,1.0000,90.0000,91
2008-03-31,1.0000,,0,0,0,1.0000,118.0000,119
2008-04-01,3.0000,,0,0,0,3.0000,124.0000,127
2008-04-02,1.0000,,0,0,0,1.0000,110.0000,111
2008-04-03,3.0000,,0,0,0,3.0000,119.0000,122
2008-04-04,2.0000,,0,0,0,2.0000,45.0000,47
2008-04-06,1.0000,,0,0,0,1.0000,65.0000,66
2008-04-07,2.0000,,0,0,0,2.0000,140.0000,142
2008-04-08,1.0000,,0,0,0,1.0000,129.0000,130
2008-04-10,2.0000,,0,0,0,2.0000,120.0000,122
