event_id;event;datetime_utc;country;source;period_label;impact;notes;source_url;retrieved_at_utc
US_ISM_MAN_200701021000;ISM Manufacturing PMI;2007-01-02T15:00:00+00:00;US;Institute for Supply Management;2006-12;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T15:38:35Z
US_ISM_SERV_200701041000;ISM Services PMI;2007-01-04T15:00:00+00:00;US;Institute for Supply Management;2006-12;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T15:38:35Z
US_BLS_NFP_20070105;Employment Situation (Nonfarm Payrolls);2007-01-05T13:30:00+00:00;US;Bureau of Labor Statistics;2006-12;high;;https://www.bls.gov/schedule/2007/home.htm;2025-09-08T15:21:42Z
EZ_ECB_INTEREST_RATE_DECISION_2007-01-11;ECB Interest Rate Decision;2007-01-11T12:45:00+00:00;EZ;ECB;2007-01;high;"Monetary policy decision; meeting held in Frankfurt am Main";https://www.ecb.europa.eu/press/pr/date/2007/html/pr070111.en.html;2025-09-11T19:09Z
EZ_ECB_PRESS_CONFERENCE_2007-01-11;ECB Press Conference;2007-01-11T13:30:00+00:00;EZ;ECB;2007-01;high;"Press conference; Frankfurt am Main";https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is070111.en.html;2025-09-11T19:09Z
US_PPI_200701170830;PPI;2007-01-17T13:30:00+00:00;US;Bureau of Labor Statistics;2006-12;high;;https://www.bls.gov/schedule/2007/home.htm;2025-09-08T15:38:35Z
US_GDP_2006Q4_Advance_200701310830;GDP (Advance);2007-01-31T13:30:00+00:00;US;Bureau of Economic Analysis;2006-Q4;high;;https://www.bea.gov/news/2007/gross-domestic-product-4th-quarter-2006-advance;2025-09-08T15:38:35Z
US_FOMC_ST_20070131;FOMC Statement;2007-01-31T19:15:00+00:00;US;Federal Reserve Board;2007-01;high;;https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm;2025-09-08T15:21:42Z
US_FOMC_RATE_20070131;FOMC Interest Rate Decision;2007-01-31T19:15:00+00:00;US;Federal Reserve Board;2007-01;high;;https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm;2025-09-08T15:21:42Z
US_ISM_MAN_200702011000;ISM Manufacturing PMI;2007-02-01T15:00:00+00:00;US;Institute for Supply Management;2007-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T15:38:35Z
US_BLS_NFP_20070202;Employment Situation (Nonfarm Payrolls);2007-02-02T13:30:00+00:00;US;Bureau of Labor Statistics;2007-01;high;;https://www.bls.gov/schedule/2007/home.htm;2025-09-08T15:21:42Z
US_ISM_SERV_200702051000;ISM Services PMI;2007-02-05T15:00:00+00:00;US;Institute for Supply Management;2007-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T15:38:35Z
EZ_ECB_INTEREST_RATE_DECISION_2007-02-08;ECB Interest Rate Decision;2007-02-08T12:45:00+00:00;EZ;ECB;2007-02;high;"Monetary policy decision; meeting held in Frankfurt am Main";https://www.ecb.europa.eu/press/pr/date/2007/html/pr070208.en.html;2025-09-11T19:09Z
EZ_ECB_PRESS_CONFERENCE_2007-02-08;ECB Press Conference;2007-02-08T13:30:00+00:00;EZ;ECB;2007-02;high;"Press conference; Frankfurt am Main";https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is070208.en.html;2025-09-11T19:09Z
US_RETAIL_2007-01;Advance Monthly Retail & Food Services Sales;2007-02-14T13:30:00+00:00;US;U.S. Census Bureau;2007-01;high;;https://www2.census.gov/retail/releases/historical/marts/adv0701.pdf;2025-09-08T17:06:00Z
