event_id;event;datetime_utc;country;source;period_label;impact;notes;source_url;retrieved_at_utc
US_ISM_MANUFACTURING_PMI_2012-01-03;ISM Manufacturing PMI;2012-01-03T15:00:00+00:00;US;Institute for Supply Management;2012-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T12:13:48Z
US_ISM_SERVICES_PMI_2012-01-05;ISM Services PMI;2012-01-05T15:00:00+00:00;US;Institute for Supply Management;2012-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T12:13:48Z
US_NFP_2012-01-06;Employment Situation (NFP);2012-01-06T13:30:00+00:00;US;Bureau of Labor Statistics;2012-01;high;;https://www.bls.gov/schedule/news_release/empsit.htm;2025-09-09T11:59:07Z
EZ_ECB_INTEREST_RATE_DECISION_2012-01-12;ECB Interest Rate Decision;2012-01-12T12:45:00+00:00;EZ;ECB;2012-01;high;Monetary policy decision;https://www.ecb.europa.eu/press/pr/date/2012/html/pr120112.en.html;2025-09-11T19:09Z
US_RETAIL_SALES_ADVANCE_2012-01-12;Retail Sales (Advance);2012-01-12T13:30:00+00:00;US;U.S. Census Bureau;2012-01;high;;https://www2.census.gov/marts/adv1201.pdf;2025-09-09T12:37Z
EZ_ECB_PRESS_CONFERENCE_2012-01-12;ECB Press Conference;2012-01-12T13:30:00+00:00;EZ;ECB;2012-01;high;Press conference;https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120112.en.html;2025-09-11T19:09Z
US_PPI_2012-01-18;Producer Price Index (PPI);2012-01-18T13:30:00+00:00;US;U.S. Bureau of Labor Statistics;2012-01;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-09T12:13:48Z
US_CPI_2012-01-19;CPI;2012-01-19T13:30:00+00:00;US;Bureau of Labor Statistics;2012-01;high;;https://www.bls.gov/schedule/2012/home.htm;2025-09-09T12:37Z
US_FOMC_INTEREST_RATE_DECISION_2012-01-25;FOMC Interest Rate Decision;2012-01-25T17:30:00+00:00;US;Federal Reserve;2012-01;high;;https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm;2025-09-09T11:59:07Z
US_FOMC_STATEMENT_2012-01-25;FOMC Statement;2012-01-25T17:30:00+00:00;US;Federal Reserve;2012-01;high;;https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm;2025-09-09T11:59:07Z
US_FOMC_PRESS_CONFERENCE_2012-01-25;FOMC Press Conference;2012-01-25T19:15:00+00:00;US;Federal Reserve;2012-01;high;;https://www.federalreserve.gov/monetarypolicy/fomcpress.htm;2025-09-09T11:59:07Z
US_GDP_2012-01-27;Gross Domestic Product (GDP);2012-01-27T13:30:00+00:00;US;Bureau of Economic Analysis;2012-01;high;;https://apps.bea.gov/scb/pdf/2011/12%20December/1211_news%20release.pdf;2025-09-09T12:13:48Z
US_PCE_2012-01-30;PCE;2012-01-30T13:30:00+00:00;US;Bureau of Economic Analysis;2012-01;high;;https://apps.bea.gov/scb/pdf/2011/12%20December/1211_news%20release.pdf;2025-09-09T12:37Z
US_ISM_MANUFACTURING_PMI_2012-02-01;ISM Manufacturing PMI;2012-02-01T15:00:00+00:00;US;Institute for Supply Management;2012-02;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T12:13:48Z
US_NFP_2012-02-03;Employment Situation (NFP);2012-02-03T13:30:00+00:00;US;Bureau of Labor Statistics;2012-02;high;;https://www.bls.gov/schedule/news_release/empsit.htm;2025-09-09T11:59:07Z
US_ISM_SERVICES_PMI_2012-02-03;ISM Services PMI;2012-02-03T15:00:00+00:00;US;Institute for Supply Management;2012-02;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T12:13:48Z
EZ_ECB_INTEREST_RATE_DECISION_2012-02-09;ECB Interest Rate Decision;2012-02-09T12:45:00+00:00;EZ;ECB;2012-02;high;Monetary policy decision;https://www.ecb.europa.eu/press/pr/date/2012/html/pr120209.en.html;2025-09-11T19:09Z
EZ_ECB_PRESS_CONFERENCE_2012-02-09;ECB Press Conference;2012-02-09T13:30:00+00:00;EZ;ECB;2012-02;high;Press conference;https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120209.en.html;2025-09-11T19:09Z
US_RETAIL_SALES_ADVANCE_2012-02-14;Retail Sales (Advance);2012-02-14T13:30:00+00:00;US;U.S. Census Bureau;2012-02;high;;https://www2.census.gov/marts/adv1202.pdf;2025-09-09T12:37Z
US_PPI_2012-02-16;Producer Price Index (PPI);2012-02-16T13:30:00+00:00;US;U.S. Bureau of Labor Statistics;2012-02;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-09T12:13:48Z
US_CPI_2012-02-17;CPI;2012-02-17T13:30:00+00:00;US;Bureau of Labor Statistics;2012-02;high;;https://www.bls.gov/schedule/2012/home.htm;2025-09-09T12:37Z
US_GDP_2012-02-29;Gross Domestic Product (GDP);2012-02-29T13:30:00+00:00;US;Bureau of Economic Analysis;2012-02;high;;https://apps.bea.gov/scb/pdf/2011/12%20December/1211_news%20release.pdf;2025-09-09T12:13:48Z
US_FED_SEMIANNUAL_MPR_HOUSE_2012-02-29;Semiannual Monetary Policy Report to Congress — House Testimony;2012-02-29T15:00:00+00:00;US;U.S. House Committee on Financial Services;2012-02;high;;https://financialservices.house.gov/calendar/eventsingle.aspx?EventID=281399;2025-09-09T12:51Z
US_PCE_2012-03-01;PCE;2012-03-01T13:30:00+00:00;US;Bureau of Economic Analysis;2012-03;high;;https://apps.bea.gov/scb/pdf/2011/12%20December/1211_news%20release.pdf;2025-09-09T12:37Z
US_FED_SEMIANNUAL_MPR_SENATE_2012-03-01;Semiannual Monetary Policy Report to Congress — Senate Testimony;2012-03-01T15:00:00+00:00;US;U.S. Senate Committee on Banking, Housing, and Urban Affairs;2012-03;high;;https://www.banking.senate.gov/imo/media/doc/BernankeTestimony3112.pdf;2025-09-09T12:51Z
US_ISM_MANUFACTURING_PMI_2012-03-01;ISM Manufacturing PMI;2012-03-01T15:00:00+00:00;US;Institute for Supply Management;2012-03;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T12:13:48Z
US_ISM_SERVICES_PMI_2012-03-05;ISM Services PMI;2012-03-05T15:00:00+00:00;US;Institute for Supply Management;2012-03;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T12:13:48Z
EZ_ECB_INTEREST_RATE_DECISION_2012-03-08;ECB Interest Rate Decision;2012-03-08T12:45:00+00:00;EZ;ECB;2012-03;high;Monetary policy decision;https://www.ecb.europa.eu/press/pr/date/2012/html/pr120308.en.html;2025-09-11T19:09Z
EZ_ECB_PRESS_CONFERENCE_2012-03-08;ECB Press Conference;2012-03-08T13:30:00+00:00;EZ;ECB;2012-03;high;Press conference;https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120308.en.html;2025-09-11T19:09Z
US_NFP_2012-03-09;Employment Situation (NFP);2012-03-09T13:30:00+00:00;US;Bureau of Labor Statistics;2012-03;high;;https://www.bls.gov/schedule/news_release/empsit.htm;2025-09-09T11:59:07Z
US_RETAIL_SALES_ADVANCE_2012-03-13;Retail Sales (Advance);2012-03-13T12:30:00+00:00;US;U.S. Census Bureau;2012-03;high;;https://www2.census.gov/marts/adv1203.pdf;2025-09-09T12:37Z
US_FOMC_INTEREST_RATE_DECISION_2012-03-13;FOMC Interest Rate Decision;2012-03-13T18:15:00+00:00;US;Federal Reserve;2012-03;high;;https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm;2025-09-09T11:59:07Z
US_FOMC_STATEMENT_2012-03-13;FOMC Statement;2012-03-13T18:15:00+00:00;US;Federal Reserve;2012-03;high;;https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm;2025-09-09T11:59:07Z
US_PPI_2012-03-15;Producer Price Index (PPI);2012-03-15T12:30:00+00:00;US;U.S. Bureau of Labor Statistics;2012-03;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-09T12:13:48Z
US_CPI_2012-03-16;CPI;2012-03-16T12:30:00+00:00;US;Bureau of Labor Statistics;2012-03;high;;https://www.bls.gov/schedule/2012/home.htm;2025-09-09T12:37Z
US_GDP_2012-03-29;Gross Domestic Product (GDP);2012-03-29T12:30:00+00:00;US;Bureau of Economic Analysis;2012-03;high;;https://apps.bea.gov/scb/pdf/2011/12%20December/1211_news%20release.pdf;2025-09-09T12:13:48Z
US_PCE_2012-03-30;PCE;2012-03-30T12:30:00+00:00;US;Bureau of Economic Analysis;2012-03;high;;https://apps.bea.gov/scb/pdf/2011/12%20December/1211_news%20release.pdf;2025-09-09T12:37Z
US_ISM_MANUFACTURING_PMI_2012-04-02;ISM Manufacturing PMI;2012-04-02T14:00:00+00:00;US;Institute for Supply Management;2012-04;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T12:13:48Z
EZ_ECB_INTEREST_RATE_DECISION_2012-04-04;ECB Interest Rate Decision;2012-04-04T11:45:00+00:00;EZ;ECB;2012-04;high;Monetary policy decision;https://www.ecb.europa.eu/press/pr/date/2012/html/pr120404.en.html;2025-09-11T19:09Z
EZ_ECB_PRESS_CONFERENCE_2012-04-04;ECB Press Conference;2012-04-04T12:30:00+00:00;EZ;ECB;2012-04;high;Press conference;https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120404.en.html;2025-09-11T19:09Z
US_ISM_SERVICES_PMI_2012-04-04;ISM Services PMI;2012-04-04T14:00:00+00:00;US;Institute for Supply Management;2012-04;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T12:13:48Z
US_NFP_2012-04-06;Employment Situation (NFP);2012-04-06T12:30:00+00:00;US;Bureau of Labor Statistics;2012-04;high;;https://www.bls.gov/schedule/news_release/empsit.htm;2025-09-09T11:59:07Z
US_PPI_2012-04-12;Producer Price Index (PPI);2012-04-12T12:30:00+00:00;US;U.S. Bureau of Labor Statistics;2012-04;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-09T12:13:48Z
US_CPI_2012-04-13;CPI;2012-04-13T12:30:00+00:00;US;Bureau of Labor Statistics;2012-04;high;;https://www.bls.gov/schedule/2012/home.htm;2025-09-09T12:37Z
US_RETAIL_SALES_ADVANCE_2012-04-16;Retail Sales (Advance);2012-04-16T12:30:00+00:00;US;U.S. Census Bureau;2012-04;high;;https://www2.census.gov/marts/adv1204.pdf;2025-09-09T12:37Z
US_FOMC_INTEREST_RATE_DECISION_2012-04-25;FOMC Interest Rate Decision;2012-04-25T16:30:00+00:00;US;Federal Reserve;2012-04;high;;https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm;2025-09-09T11:59:07Z
US_FOMC_STATEMENT_2012-04-25;FOMC Statement;2012-04-25T16:30:00+00:00;US;Federal Reserve;2012-04;high;;https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm;2025-09-09T11:59:07Z
US_FOMC_PRESS_CONFERENCE_2012-04-25;FOMC Press Conference;2012-04-25T18:15:00+00:00;US;Federal Reserve;2012-04;high;;https://www.federalreserve.gov/monetarypolicy/fomcpress.htm;2025-09-09T11:59:07Z
US_GDP_2012-04-27;Gross Domestic Product (GDP);2012-04-27T12:30:00+00:00;US;Bureau of Economic Analysis;2012-04;high;;https://apps.bea.gov/scb/pdf/2011/12%20December/1211_news%20release.pdf;2025-09-09T12:13:48Z
US_PCE_2012-04-30;PCE;2012-04-30T12:30:00+00:00;US;Bureau of Economic Analysis;2012-04;high;;https://apps.bea.gov/scb/pdf/2011/12%20December/1211_news%20release.pdf;2025-09-09T12:37Z
US_ISM_MANUFACTURING_PMI_2012-05-01;ISM Manufacturing PMI;2012-05-01T14:00:00+00:00;US;Institute for Supply Management;2012-05;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T12:13:48Z
EZ_ECB_INTEREST_RATE_DECISION_2012-05-03;ECB Interest Rate Decision;2012-05-03T11:45:00+00:00;EZ;ECB;2012-05;high;Monetary policy decision;https://www.ecb.europa.eu/press/pr/date/2012/html/pr120503.en.html;2025-09-11T19:09Z
EZ_ECB_PRESS_CONFERENCE_2012-05-03;ECB Press Conference;2012-05-03T12:30:00+00:00;EZ;ECB;2012-05;high;Press conference;https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120503.en.html;2025-09-11T19:09Z
US_ISM_SERVICES_PMI_2012-05-03;ISM Services PMI;2012-05-03T14:00:00+00:00;US;Institute for Supply Management;2012-05;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T12:13:48Z
US_NFP_2012-05-04;Employment Situation (NFP);2012-05-04T12:30:00+00:00;US;Bureau of Labor Statistics;2012-05;high;;https://www.bls.gov/schedule/news_release/empsit.htm;2025-09-09T11:59:07Z
