event_id;event;datetime_utc;country;source;period_label;impact;notes;source_url;retrieved_at_utc
US_ISM_MANUFACTURING_PMI_2024-01-02;ISM Manufacturing PMI;2024-01-02T15:00:00+00:00;US;Institute for Supply Management;2024-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T17:34Z
US_ISM_SERVICES_PMI_2024-01-04;ISM Services PMI;2024-01-04T15:00:00+00:00;US;Institute for Supply Management;2024-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T17:34Z
US_NFP_EMPLOYMENT_SITUATION_2024-01-05;Employment Situation (NFP);2024-01-05T13:30:00+00:00;US;U.S. Bureau of Labor Statistics;2024-01;high;;https://www.bls.gov/schedule/2024/;2025-09-10T17:26Z
US_CPI_2024-01-11;Consumer Price Index (CPI);2024-01-11T13:30:00+00:00;US;U.S. Bureau of Labor Statistics;2024-01;high;;https://www.bls.gov/schedule/2024/;2025-09-10T17:44Z
US_PPI_2024-01-12;Producer Price Index (PPI);2024-01-12T13:30:00+00:00;US;U.S. Bureau of Labor Statistics;2024-01;high;;https://www.bls.gov/schedule/2024/;2025-09-10T17:34Z
US_RETAIL_SALES_ADVANCE_2024-01-17;Retail Sales (Advance);2024-01-17T13:30:00+00:00;US;U.S. Census Bureau;2024-01;high;;https://www.census.gov/retail/marts/www/martsdates.pdf;2025-09-10T17:44Z
EZ_ECB_INTEREST_RATE_DECISION_2024-01-25;ECB Interest Rate Decision;2024-01-25T13:15:00+00:00;EZ;ECB;2024-01;high;Monetary policy decision;https://www.ecb.europa.eu/press/pr/date/2024/html/ecb.mp240125~f738889bde.en.html;2025-09-11T20:31Z
US_GDP_2024-01-25;Gross Domestic Product (GDP);2024-01-25T13:30:00+00:00;US;U.S. Bureau of Economic Analysis;2024-01;high;;https://www.bea.gov/sites/default/files/2024-06/2024-News-Release-Schedule.pdf;2025-09-10T17:34Z
EZ_ECB_PRESS_CONFERENCE_2024-01-25;ECB Press Conference;2024-01-25T13:45:00+00:00;EZ;ECB;2024-01;high;Press conference;https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2024/html/ecb.is240125~db0f145c32.en.html;2025-09-11T20:31Z
US_PCE_2024-01-26;Personal Consumption Expenditures (PCE) Price Index;2024-01-26T15:00:00+00:00;US;U.S. Bureau of Economic Analysis;2024-01;high;;https://www.census.gov/economic-indicators/econcards/assets/pdf/censusreleaseglance_2024.pdf;2025-09-10T17:44Z
