event_id;event;datetime_utc;country;source;period_label;impact;notes;source_url;retrieved_at_utc
US_ISM_MFG_PMI_2002-01-02;ISM Manufacturing PMI;2002-01-02T15:00:00+00:00;US;Institute for Supply Management (ISM);2002-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-07T23:21+00:00
EZ_ECB_INTEREST_RATE_DECISION_2002-01-03;ECB Interest Rate Decision;2002-01-03T12:45:00+00:00;EZ;ECB;2002-01;high;Monetary policy decision;https://www.ecb.europa.eu/press/pr/date/2002/html/pr020103.en.html;2025-09-11T19:17Z
EZ_ECB_PRESS_CONFERENCE_2002-01-03;ECB Press Conference;2002-01-03T13:30:00+00:00;EZ;ECB;2002-01;high;Press conference;https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2002/html/is020103.en.html;2025-09-11T19:17Z
US_BLS_NFP_2002-01-04;Employment Situation (Nonfarm Payrolls);2002-01-04T13:30:00+00:00;US;Bureau of Labor Statistics;2001-12;high;;https://www.bls.gov/schedule/2002/home.htm;2025-09-07T23:13+00:00
US_ISM_SRV_PMI_2002-01-04;ISM Services PMI (Non-Manufacturing);2002-01-04T15:00:00+00:00;US;Institute for Supply Management (ISM);2002-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-07T23:21+00:00
US_BLS_PPI_2002-01-11;Producer Price Indexes (PPI);2002-01-11T13:30:00+00:00;US;Bureau of Labor Statistics;2001-12;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-07T23:21+00:00
US_CPI;CPI;2002-01-16T13:30:00+00:00;US;BLS;2001-12;high;;https://www.bls.gov/schedule/2002/home.htm;2025-09-07T23:37:47
US_BEA_GDP_2002-01-30_ADVANCE;Gross Domestic Product (GDP) — Advance Estimate;2002-01-30T13:30:00+00:00;US;Bureau of Economic Analysis;2001-Q4;high;;https://www.bea.gov/news/2002/gross-domestic-product-fourth-quarter-2001-advance-estimate;2025-09-07T23:21+00:00
US_FED_FOMC_RATE_2002-01-30;FOMC Interest Rate Decision;2002-01-30T19:15:00+00:00;US;Federal Reserve Board;;high;;https://www.federalreserve.gov/boarddocs/press/general/2002/20020130/default.htm;2025-09-07T23:13+00:00
US_FED_FOMC_STMT_2002-01-30;FOMC Statement;2002-01-30T19:15:00+00:00;US;Federal Reserve Board;;high;;https://www.federalreserve.gov/boarddocs/press/general/2002/20020130/default.htm;2025-09-07T23:13+00:00
US_PCE;PCE;2002-01-31T13:30:00+00:00;US;BEA;2001-12;high;;https://www.bea.gov/news/2002/personal-income-december-2001;2025-09-07T23:37:47
US_BLS_NFP_2002-02-01;Employment Situation (Nonfarm Payrolls);2002-02-01T13:30:00+00:00;US;Bureau of Labor Statistics;2002-01;high;;https://www.bls.gov/schedule/2002/home.htm;2025-09-07T23:13+00:00
US_ISM_MFG_PMI_2002-02-01;ISM Manufacturing PMI;2002-02-01T15:00:00+00:00;US;Institute for Supply Management (ISM);2002-02;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-07T23:21+00:00
US_ISM_SRV_PMI_2002-02-05;ISM Services PMI (Non-Manufacturing);2002-02-05T15:00:00+00:00;US;Institute for Supply Management (ISM);2002-02;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-07T23:21+00:00
EZ_ECB_INTEREST_RATE_DECISION_2002-02-07;ECB Interest Rate Decision;2002-02-07T12:45:00+00:00;EZ;ECB;2002-02;high;"Monetary policy decision; Maastricht";https://www.ecb.europa.eu/press/pr/date/2002/html/pr020207.en.html;2025-09-11T19:17Z
EZ_ECB_PRESS_CONFERENCE_2002-02-07;ECB Press Conference;2002-02-07T13:30:00+00:00;EZ;ECB;2002-02;high;"Press conference; Maastricht";https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2002/html/is020207.en.html;2025-09-11T19:17Z
US_RetailSales_Advance;Retail Sales (Advance);2002-02-13T13:30:00+00:00;US;U.S. Census Bureau;2002-01;high;;https://www2.census.gov/marts/adv0201.pdf;2025-09-07T23:37:47
US_BLS_PPI_2002-02-15;Producer Price Indexes (PPI);2002-02-15T13:30:00+00:00;US;Bureau of Labor Statistics;2002-01;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-07T23:21+00:00
US_CPI;CPI;2002-02-20T13:30:00+00:00;US;BLS;2002-01;high;;https://www.bls.gov/schedule/2002/home.htm;2025-09-07T23:37:47
US_FedChair_HH_Testimony_House_20020227;Fed Chair testimony (Semiannual Monetary Policy Report) — House;2002-02-27T15:05:00+00:00;US;House Financial Services Committee;2002-02;high;"Fed Chair testimony; Alan Greenspan";https://financialservices.house.gov/media/pdf/107-56.pdf;2025-09-08T09:58:06
US_BEA_GDP_2002-02-28_PRELIMINARY;Gross Domestic Product (GDP) — Preliminary Estimate;2002-02-28T13:30:00+00:00;US;Bureau of Economic Analysis;2001-Q4;high;;https://www.bea.gov/news/2002/gross-domestic-product-fourth-quarter-2001-preliminary-estimate;2025-09-07T23:21+00:00
US_PCE;PCE;2002-03-01T13:30:00+00:00;US;BEA;2002-01;high;;https://www.bea.gov/news/2002/personal-income-december-2001;2025-09-07T23:37:47
US_ISM_MFG_PMI_2002-03-01;ISM Manufacturing PMI;2002-03-01T15:00:00+00:00;US;Institute for Supply Management (ISM);2002-03;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-07T23:21+00:00
US_ISM_SRV_PMI_2002-03-05;ISM Services PMI (Non-Manufacturing);2002-03-05T15:00:00+00:00;US;Institute for Supply Management (ISM);2002-03;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-07T23:21+00:00
EZ_ECB_INTEREST_RATE_DECISION_2002-03-07;ECB Interest Rate Decision;2002-03-07T12:45:00+00:00;EZ;ECB;2002-03;high;Monetary policy decision;https://www.ecb.europa.eu/press/pr/date/2002/html/pr020307.en.html;2025-09-11T19:17Z
EZ_ECB_PRESS_CONFERENCE_2002-03-07;ECB Press Conference;2002-03-07T13:30:00+00:00;EZ;ECB;2002-03;high;Press conference;https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2002/html/is020307.en.html;2025-09-11T19:17Z
US_FedChair_HH_Testimony_Senate_20020307;Fed Chair testimony (Semiannual Monetary Policy Report) — Senate;2002-03-07T15:10:00+00:00;US;Senate Banking Committee;2002-03;high;"Fed Chair testimony; Alan Greenspan";https://www.congress.gov/event/107th-congress/senate-event/LC18009/text;2025-09-08T09:58:06
US_BLS_NFP_2002-03-08;Employment Situation (Nonfarm Payrolls);2002-03-08T13:30:00+00:00;US;Bureau of Labor Statistics;2002-02;high;;https://www.bls.gov/schedule/2002/home.htm;2025-09-07T23:13+00:00
US_RetailSales_Advance;Retail Sales (Advance);2002-03-13T13:30:00+00:00;US;U.S. Census Bureau;2002-02;high;;https://www2.census.gov/marts/adv0202.pdf;2025-09-07T23:37:47
