event_id;event;datetime_utc;country;source;period_label;impact;notes;source_url;retrieved_at_utc
US_ISM_MANUFACTURING_PMI_2017-01-03;ISM Manufacturing PMI;2017-01-03T15:00:00+00:00;US;Institute for Supply Management;2017-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
US_ISM_SERVICES_PMI_2017-01-05;ISM Services PMI;2017-01-05T15:00:00+00:00;US;Institute for Supply Management;2017-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
US_NFP_2017-01-06;Employment Situation (NFP);2017-01-06T13:30:00+00:00;US;Bureau of Labor Statistics;2017-01;high;;https://www.bls.gov/bls/news-release/empsit.htm;2025-09-09T20:49Z
US_RETAIL_SALES;Retail Sales;2017-01-13T13:30:00+00:00;US;Census;2016-12;high;;https://www2.census.gov/marts/adv1612.pdf;2025-09-09T21:50
US_PPI_2017-01-13;Producer Price Index (PPI);2017-01-13T13:30:00+00:00;US;U.S. Bureau of Labor Statistics;2017-01;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-09T21:37Z
US_CPI;CPI;2017-01-18T13:30:00+00:00;US;BLS;2016-12;high;;https://www.bls.gov/news.release/archives/cpi_01182017.pdf;2025-09-09T21:50
EZ_ECB_INTEREST_RATE_DECISION_2017-01-19;ECB Interest Rate Decision;2017-01-19T12:45:00+00:00;EZ;ECB;2017-01;high;Monetary policy decision;https://www.ecb.europa.eu/press/pr/date/2017/html/pr170119.en.html;2025-09-11T19:09Z
EZ_ECB_PRESS_CONFERENCE_2017-01-19;ECB Press Conference;2017-01-19T13:30:00+00:00;EZ;ECB;2017-01;high;Press conference;https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2017/html/is170119.en.html;2025-09-11T19:09Z
US_GDP_2017-01-27;Gross Domestic Product (GDP);2017-01-27T13:30:00+00:00;US;Bureau of Economic Analysis;2017-01;high;;https://www.bea.gov/sites/default/files/2017-12/gdp4q16_adv.pdf;2025-09-09T21:37Z
US_PCE;PCE;2017-01-30T13:30:00+00:00;US;BEA;2016-12;high;;https://www.bea.gov/news/2017/personal-income-and-outlays-december-2016;2025-09-09T21:50
US_ISM_MANUFACTURING_PMI_2017-02-01;ISM Manufacturing PMI;2017-02-01T15:00:00+00:00;US;Institute for Supply Management;2017-02;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
US_FOMC_INTEREST_RATE_DECISION_2017-02-01;FOMC Interest Rate Decision;2017-02-01T19:00:00+00:00;US;Federal Reserve;2017-02;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20170201a.htm;2025-09-09T20:49Z
US_FOMC_STATEMENT_2017-02-01;FOMC Statement;2017-02-01T19:00:00+00:00;US;Federal Reserve;2017-02;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20170201a.htm;2025-09-09T20:49Z
US_NFP_2017-02-03;Employment Situation (NFP);2017-02-03T13:30:00+00:00;US;Bureau of Labor Statistics;2017-02;high;;https://www.bls.gov/bls/news-release/empsit.htm;2025-09-09T20:49Z
US_ISM_SERVICES_PMI_2017-02-03;ISM Services PMI;2017-02-03T15:00:00+00:00;US;Institute for Supply Management;2017-02;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
US_PPI_2017-02-14;Producer Price Index (PPI);2017-02-14T13:30:00+00:00;US;U.S. Bureau of Labor Statistics;2017-02;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-09T21:37Z
US_FED_SEMIANNUAL_MPR_SENATE_2017-02-14;Semiannual Monetary Policy Report to Congress — Senate Testimony;2017-02-14T15:00:00+00:00;US;U.S. Senate Committee on Banking, Housing, and Urban Affairs;2017-02;high;"Chair: Janet L. Yellen; advance_notice";https://www.banking.senate.gov/hearings/2017/02/14/the-semiannual-monetary-policy-report-to-the-congress;2025-09-09T21:58Z
US_CPI;CPI;2017-02-15T13:30:00+00:00;US;BLS;2017-01;high;;https://www.bls.gov/news.release/archives/cpi_02152017.htm;2025-09-09T21:50
US_RETAIL_SALES;Retail Sales;2017-02-15T13:30:00+00:00;US;Census;2017-01;high;;https://www2.census.gov/marts/adv1701.pdf;2025-09-09T21:50
US_FED_SEMIANNUAL_MPR_HOUSE_2017-02-15;Semiannual Monetary Policy Report to Congress — House Testimony;2017-02-15T15:00:00+00:00;US;U.S. House Committee on Financial Services;2017-02;high;"Chair: Janet L. Yellen; advance_notice";https://financialservices.house.gov/calendar/eventsingle.aspx?EventID=401494;2025-09-09T21:58Z
US_GDP_2017-02-28;Gross Domestic Product (GDP);2017-02-28T13:30:00+00:00;US;Bureau of Economic Analysis;2017-02;high;;https://www.bea.gov/sites/default/files/2017-04/gdp4q16_2nd.pdf;2025-09-09T21:37Z
US_PCE;PCE;2017-03-01T13:30:00+00:00;US;BEA;2017-01;high;;https://www.bea.gov/news/2017/personal-income-and-outlays-january-2017;2025-09-09T21:50
US_ISM_MANUFACTURING_PMI_2017-03-01;ISM Manufacturing PMI;2017-03-01T15:00:00+00:00;US;Institute for Supply Management;2017-03;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
US_ISM_SERVICES_PMI_2017-03-03;ISM Services PMI;2017-03-03T15:00:00+00:00;US;Institute for Supply Management;2017-03;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
EZ_ECB_INTEREST_RATE_DECISION_2017-03-09;ECB Interest Rate Decision;2017-03-09T12:45:00+00:00;EZ;ECB;2017-03;high;Monetary policy decision;https://www.ecb.europa.eu/press/pr/date/2017/html/pr170309.en.html;2025-09-11T19:09Z
EZ_ECB_PRESS_CONFERENCE_2017-03-09;ECB Press Conference;2017-03-09T13:30:00+00:00;EZ;ECB;2017-03;high;Press conference;https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2017/html/is170309.en.html;2025-09-11T19:09Z
US_NFP_2017-03-10;Employment Situation (NFP);2017-03-10T13:30:00+00:00;US;Bureau of Labor Statistics;2017-03;high;;https://www.bls.gov/bls/news-release/empsit.htm;2025-09-09T20:49Z
US_PPI_2017-03-14;Producer Price Index (PPI);2017-03-14T12:30:00+00:00;US;U.S. Bureau of Labor Statistics;2017-03;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-09T21:37Z
US_CPI;CPI;2017-03-15T12:30:00+00:00;US;BLS;2017-02;high;;https://www.bls.gov/news.release/archives/cpi_03152017.htm;2025-09-09T21:50
US_RETAIL_SALES;Retail Sales;2017-03-15T12:30:00+00:00;US;Census;2017-02;high;;https://www2.census.gov/marts/adv1702.pdf;2025-09-09T21:50
US_FOMC_INTEREST_RATE_DECISION_2017-03-15;FOMC Interest Rate Decision;2017-03-15T18:00:00+00:00;US;Federal Reserve;2017-03;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20170315a.htm;2025-09-09T20:49Z
US_FOMC_STATEMENT_2017-03-15;FOMC Statement;2017-03-15T18:00:00+00:00;US;Federal Reserve;2017-03;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20170315a.htm;2025-09-09T20:49Z
US_FOMC_PRESS_CONFERENCE_2017-03-15;FOMC Press Conference;2017-03-15T18:30:00+00:00;US;Federal Reserve;2017-03;high;;https://www.federalreserve.gov/monetarypolicy/fomcpresconf20170315.htm;2025-09-09T20:49Z
US_GDP_2017-03-30;Gross Domestic Product (GDP);2017-03-30T12:30:00+00:00;US;Bureau of Economic Analysis;2017-03;high;;https://www.bea.gov/news/2017/gross-domestic-product-4th-quarter-and-annual-2016-third-estimate-corporate-profits-4th;2025-09-09T21:37Z
US_PCE;PCE;2017-03-31T12:30:00+00:00;US;BEA;2017-02;high;;https://www.bea.gov/news/2017/personal-income-and-outlays-february-2017;2025-09-09T21:50
US_ISM_MANUFACTURING_PMI_2017-04-03;ISM Manufacturing PMI;2017-04-03T14:00:00+00:00;US;Institute for Supply Management;2017-04;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
US_ISM_SERVICES_PMI_2017-04-05;ISM Services PMI;2017-04-05T14:00:00+00:00;US;Institute for Supply Management;2017-04;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
US_NFP_2017-04-07;Employment Situation (NFP);2017-04-07T12:30:00+00:00;US;Bureau of Labor Statistics;2017-04;high;;https://www.bls.gov/bls/news-release/empsit.htm;2025-09-09T20:49Z
US_PPI_2017-04-13;Producer Price Index (PPI);2017-04-13T12:30:00+00:00;US;U.S. Bureau of Labor Statistics;2017-04;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-09T21:37Z
US_CPI;CPI;2017-04-14T12:30:00+00:00;US;BLS;2017-03;high;;https://www.bls.gov/news.release/archives/cpi_04142017.htm;2025-09-09T21:50
US_RETAIL_SALES;Retail Sales;2017-04-14T12:30:00+00:00;US;Census;2017-03;high;;https://www2.census.gov/marts/adv1703.pdf;2025-09-09T21:50
EZ_ECB_INTEREST_RATE_DECISION_2017-04-27;ECB Interest Rate Decision;2017-04-27T11:45:00+00:00;EZ;ECB;2017-04;high;Monetary policy decision;https://www.ecb.europa.eu/press/pr/date/2017/html/pr170427.en.html;2025-09-11T19:09Z
EZ_ECB_PRESS_CONFERENCE_2017-04-27;ECB Press Conference;2017-04-27T12:30:00+00:00;EZ;ECB;2017-04;high;Press conference;https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2017/html/is170427.en.html;2025-09-11T19:09Z
US_GDP_2017-04-28;Gross Domestic Product (GDP);2017-04-28T12:30:00+00:00;US;Bureau of Economic Analysis;2017-04;high;;https://www.bea.gov/news/2017/gross-domestic-product-1st-quarter-2017-advance-estimate;2025-09-09T21:37Z
US_PCE;PCE;2017-05-01T12:30:00+00:00;US;BEA;2017-03;high;;https://www.bea.gov/news/2017/personal-income-and-outlays-march-2017;2025-09-09T21:50
US_ISM_MANUFACTURING_PMI_2017-05-01;ISM Manufacturing PMI;2017-05-01T14:00:00+00:00;US;Institute for Supply Management;2017-05;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
US_ISM_SERVICES_PMI_2017-05-03;ISM Services PMI;2017-05-03T14:00:00+00:00;US;Institute for Supply Management;2017-05;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
US_FOMC_INTEREST_RATE_DECISION_2017-05-03;FOMC Interest Rate Decision;2017-05-03T18:00:00+00:00;US;Federal Reserve;2017-05;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20170503a.htm;2025-09-09T20:49Z
US_FOMC_STATEMENT_2017-05-03;FOMC Statement;2017-05-03T18:00:00+00:00;US;Federal Reserve;2017-05;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20170503a.htm;2025-09-09T20:49Z
US_NFP_2017-05-05;Employment Situation (NFP);2017-05-05T12:30:00+00:00;US;Bureau of Labor Statistics;2017-05;high;;https://www.bls.gov/bls/news-release/empsit.htm;2025-09-09T20:49Z
US_PPI_2017-05-11;Producer Price Index (PPI);2017-05-11T12:30:00+00:00;US;U.S. Bureau of Labor Statistics;2017-05;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-09T21:37Z
US_CPI;CPI;2017-05-12T12:30:00+00:00;US;BLS;2017-04;high;;https://www.bls.gov/news.release/archives/cpi_05122017.htm;2025-09-09T21:50
US_RETAIL_SALES;Retail Sales;2017-05-12T12:30:00+00:00;US;Census;2017-04;high;;https://www2.census.gov/marts/adv1704.pdf;2025-09-09T21:50
US_GDP_2017-05-26;Gross Domestic Product (GDP);2017-05-26T12:30:00+00:00;US;Bureau of Economic Analysis;2017-05;high;;https://www.bea.gov/news/2017/gross-domestic-product-1st-quarter-2017-second-estimate-corporate-profits-1st-quarter;2025-09-09T21:37Z
US_PCE;PCE;2017-05-30T12:30:00+00:00;US;BEA;2017-04;high;;https://www.bea.gov/news/2017/personal-income-and-outlays-april-2017;2025-09-09T21:50
US_ISM_MANUFACTURING_PMI_2017-06-01;ISM Manufacturing PMI;2017-06-01T14:00:00+00:00;US;Institute for Supply Management;2017-06;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
US_NFP_2017-06-02;Employment Situation (NFP);2017-06-02T12:30:00+00:00;US;Bureau of Labor Statistics;2017-06;high;;https://www.bls.gov/bls/news-release/empsit.htm;2025-09-09T20:49Z
US_ISM_SERVICES_PMI_2017-06-05;ISM Services PMI;2017-06-05T14:00:00+00:00;US;Institute for Supply Management;2017-06;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
EZ_ECB_INTEREST_RATE_DECISION_2017-06-08;ECB Interest Rate Decision;2017-06-08T11:45:00+00:00;EZ;ECB;2017-06;high;"Monetary policy decision; meeting held in Tallinn";https://www.ecb.europa.eu/press/pr/date/2017/html/pr170608.en.html;2025-09-11T19:09Z
EZ_ECB_PRESS_CONFERENCE_2017-06-08;ECB Press Conference;2017-06-08T12:30:00+00:00;EZ;ECB;2017-06;high;"Press conference; Tallinn";https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2017/html/is170608.en.html;2025-09-11T19:09Z
US_PPI_2017-06-13;Producer Price Index (PPI);2017-06-13T12:30:00+00:00;US;U.S. Bureau of Labor Statistics;2017-06;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-09T21:37Z
US_CPI;CPI;2017-06-14T12:30:00+00:00;US;BLS;2017-05;high;;https://www.bls.gov/news.release/archives/cpi_06142017.htm;2025-09-09T21:50
US_RETAIL_SALES;Retail Sales;2017-06-14T12:30:00+00:00;US;Census;2017-05;high;;https://www2.census.gov/marts/adv1705.pdf;2025-09-09T21:50
US_FOMC_INTEREST_RATE_DECISION_2017-06-14;FOMC Interest Rate Decision;2017-06-14T18:00:00+00:00;US;Federal Reserve;2017-06;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20170614a.htm;2025-09-09T20:49Z
US_FOMC_STATEMENT_2017-06-14;FOMC Statement;2017-06-14T18:00:00+00:00;US;Federal Reserve;2017-06;high;;https://www.federalreserve.gov/newsevents/pressreleases/monetary20170614a.htm;2025-09-09T20:49Z
US_FOMC_PRESS_CONFERENCE_2017-06-14;FOMC Press Conference;2017-06-14T18:30:00+00:00;US;Federal Reserve;2017-06;high;;https://www.federalreserve.gov/monetarypolicy/fomcpresconf20170614.htm;2025-09-09T20:49Z
US_GDP_2017-06-29;Gross Domestic Product (GDP);2017-06-29T12:30:00+00:00;US;Bureau of Economic Analysis;2017-06;high;;https://www.bea.gov/news/2017/gross-domestic-product-1st-quarter-2017-third-estimate-corporate-profits-1st-quarter-2017;2025-09-09T21:37Z
US_PCE;PCE;2017-06-30T12:30:00+00:00;US;BEA;2017-05;high;;https://www.bea.gov/news/2017/personal-income-and-outlays-may-2017;2025-09-09T21:50
US_ISM_MANUFACTURING_PMI_2017-07-03;ISM Manufacturing PMI;2017-07-03T14:00:00+00:00;US;Institute for Supply Management;2017-07;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
US_ISM_SERVICES_PMI_2017-07-06;ISM Services PMI;2017-07-06T14:00:00+00:00;US;Institute for Supply Management;2017-07;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-09T21:37Z
US_NFP_2017-07-07;Employment Situation (NFP);2017-07-07T12:30:00+00:00;US;Bureau of Labor Statistics;2017-07;high;;https://www.bls.gov/bls/news-release/empsit.htm;2025-09-09T20:49Z
US_FED_SEMIANNUAL_MPR_HOUSE_2017-07-12;Semiannual Monetary Policy Report to Congress — House Testimony;2017-07-12T14:00:00+00:00;US;U.S. House Committee on Financial Services;2017-07;high;"Chair: Janet L. Yellen; advance_notice";https://financialservices.house.gov/calendar/eventsingle.aspx?EventID=402098;2025-09-09T21:58Z
US_PPI_2017-07-13;Producer Price Index (PPI);2017-07-13T12:30:00+00:00;US;U.S. Bureau of Labor Statistics;2017-07;high;;https://www.bls.gov/ppi/news-release/historical-release-dates-for-the-producer-price-index.pdf;2025-09-09T21:37Z
US_FED_SEMIANNUAL_MPR_SENATE_2017-07-13;Semiannual Monetary Policy Report to Congress — Senate Testimony;2017-07-13T13:30:00+00:00;US;U.S. Senate Committee on Banking, Housing, and Urban Affairs;2017-07;high;"Chair: Janet L. Yellen; advance_notice";https://www.banking.senate.gov/hearings/the-semiannual-monetary-policy-report-to-the-congress;2025-09-09T21:58Z
US_CPI;CPI;2017-07-14T12:30:00+00:00;US;BLS;2017-06;high;;https://www.bls.gov/news.release/archives/cpi_07142017.htm;2025-09-09T21:50
US_RETAIL_SALES;Retail Sales;2017-07-14T12:30:00+00:00;US;Census;2017-06;high;;https://www2.census.gov/marts/adv1706.pdf;2025-09-09T21:50
EZ_ECB_INTEREST_RATE_DECISION_2017-07-20;ECB Interest Rate Decision;2017-07-20T11:45:00+00:00;EZ;ECB;2017-07;high;Monetary policy decision;https://www.ecb.europa.eu/press/pr/date/2017/html/pr170720.en.html;2025-09-11T19:09Z
