event_id;event;datetime_utc;country;source;period_label;impact;notes;source_url;retrieved_at_utc
US_ISM_MFG_PMI_20050103;ISM Manufacturing PMI;2005-01-03T15:00:00+00:00;US;Institute for Supply Management;2004-12;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T12:22:50Z
US_ISM_SERVICES_PMI_20050105;ISM Services PMI;2005-01-05T15:00:00+00:00;US;Institute for Supply Management;2004-12;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-08T12:22:50Z
US_BLS_NFP_20050107;Employment Situation (Nonfarm Payrolls);2005-01-07T13:30:00+00:00;US;Bureau of Labor Statistics;2004-12;high;;https://www.bls.gov/schedule/2005/home.htm;2025-09-08T12:12:07
EZ_ECB_Rate_Decision;ECB Interest Rate Decision;2005-01-13T12:45:00+00:00;EZ;ECB;2005-01;high;"Monetary policy decision; Frankfurt am Main";https://www.ecb.europa.eu/press/pr/date/2005/html/pr050113.en.html;2025-09-11T19:09Z
US_RetailSales_Advance_20050113;Retail Sales (Advance);2005-01-13T13:30:00+00:00;US;U.S. Census Bureau;2004-12;high;;https://www2.census.gov/marts/adv0412.pdf;2025-09-08T12:51:56Z
US_PPI_20050113;Producer Price Index (PPI);2005-01-13T13:30:00+00:00;US;Bureau of Labor Statistics;2004-12;high;;https://www.bls.gov/schedule/2005/home.htm;2025-09-08T12:22:50Z
EZ_ECB_Press_Conference;ECB Press Conference;2005-01-13T13:30:00+00:00;EZ;ECB;2005-01;high;"Press conference; Frankfurt am Main";https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is050113.en.html;2025-09-11T19:09Z
US_CPI_20050119;CPI;2005-01-19T13:30:00+00:00;US;Bureau of Labor Statistics;2004-12;high;;https://www.bls.gov/news.release/archives/cpi_01192005.pdf;2025-09-08T12:51:56Z
US_GDP_20050128;GDP 2004-Q4 (Advance);2005-01-28T13:30:00+00:00;US;Bureau of Economic Analysis;2004-Q4;high;;https://www.bea.gov/news/2005/gross-domestic-product-fourth-quarter-2004-advance-estimates;2025-09-08T12:22:50Z
US_PCE_20050131;Personal Income & Outlays (PCE);2005-01-31T13:30:00+00:00;US;Bureau of Economic Analysis;2004-12;high;;https://www.bea.gov/news/2005/personal-income-and-outlays-december-2004;2025-09-08T12:51:56Z
