date,5–15 min,15–30 min,30–60 min,60–180 min,≥180 min,bucketed_total,lt_5_min,all_gaps_total
2003-01-01,8.0000,,,,0,8.0000,71.0000,79
2003-01-02,23.0000,2.0000,,,0,25.0000,222.0000,247
2003-01-03,5.0000,,,,0,5.0000,169.0000,174
2003-01-05,12.0000,,,,0,12.0000,92.0000,104
2003-01-06,4.0000,1.0000,,,0,5.0000,205.0000,210
2003-01-07,9.0000,,,,0,9.0000,243.0000,252
2003-01-08,13.0000,2.0000,,,0,15.0000,197.0000,212
2003-01-09,8.0000,1.0000,,,0,9.0000,190.0000,199
2003-01-10,7.0000,,,,0,7.0000,114.0000,121
2003-01-12,12.0000,1.0000,,,0,13.0000,90.0000,103
2003-01-13,14.0000,2.0000,,,0,16.0000,213.0000,229
2003-01-14,3.0000,1.0000,,,0,4.0000,217.0000,221
2003-01-15,11.0000,1.0000,,,0,12.0000,244.0000,256
2003-01-16,11.0000,,1.0000,,0,12.0000,219.0000,231
2003-01-17,3.0000,,,,0,3.0000,152.0000,155
2003-01-19,4.0000,,,,0,4.0000,88.0000,92
2003-01-20,17.0000,1.0000,,,0,18.0000,297.0000,315
2003-01-21,9.0000,1.0000,,,0,10.0000,239.0000,249
2003-01-22,8.0000,1.0000,,,0,9.0000,233.0000,242
2003-01-23,13.0000,1.0000,,,0,14.0000,206.0000,220
2003-01-24,1.0000,,,,0,1.0000,140.0000,141
2003-01-26,10.0000,,,,0,10.0000,89.0000,99
2003-01-27,13.0000,1.0000,,,0,14.0000,228.0000,242
2003-01-28,7.0000,1.0000,,,0,8.0000,210.0000,218
2003-01-29,7.0000,,,,0,7.0000,202.0000,209
2003-01-30,6.0000,,,,0,6.0000,191.0000,197
2003-01-31,2.0000,,,,0,2.0000,137.0000,139
2003-02-02,4.0000,,,,0,4.0000,76.0000,80
2003-02-03,6.0000,,,,0,6.0000,233.0000,239
2003-02-04,6.0000,,,,0,6.0000,219.0000,225
2003-02-05,12.0000,1.0000,,,0,13.0000,167.0000,180
2003-02-06,11.0000,2.0000,,,0,13.0000,171.0000,184
2003-02-07,5.0000,,,,0,5.0000,87.0000,92
2003-02-09,8.0000,1.0000,,,0,9.0000,92.0000,101
2003-02-10,7.0000,1.0000,,,0,8.0000,258.0000,266
2003-02-11,19.0000,1.0000,,,0,20.0000,181.0000,201
2003-02-12,14.0000,,,,0,14.0000,215.0000,229
2003-02-13,6.0000,,,,0,6.0000,196.0000,202
2003-02-16,1.0000,,,,0,1.0000,84.0000,85
2003-02-17,2.0000,,,,0,2.0000,202.0000,204
2003-02-18,9.0000,,,,0,9.0000,233.0000,242
2003-02-19,8.0000,,,,0,8.0000,257.0000,265
2003-02-20,13.0000,1.0000,,,0,14.0000,252.0000,266
2003-02-21,9.0000,,,,0,9.0000,145.0000,154
2003-02-23,3.0000,,,,0,3.0000,102.0000,105
2003-02-24,5.0000,,,,0,5.0000,244.0000,249
2003-02-25,14.0000,,,,0,14.0000,196.0000,210
2003-02-26,11.0000,1.0000,,,0,12.0000,265.0000,277
2003-02-27,17.0000,,,,0,17.0000,231.0000,248
2003-02-28,3.0000,1.0000,,,0,4.0000,121.0000,125
2003-03-02,11.0000,,,,0,11.0000,82.0000,93
2003-03-03,4.0000,,,,0,4.0000,246.0000,250
2003-03-04,4.0000,1.0000,,,0,5.0000,172.0000,177
2003-03-05,2.0000,,,,0,2.0000,214.0000,216
2003-03-06,17.0000,,,,0,17.0000,199.0000,216
2003-03-07,2.0000,,,,0,2.0000,120.0000,122
2003-03-09,8.0000,1.0000,,,0,9.0000,87.0000,96
2003-03-10,15.0000,1.0000,,,0,16.0000,245.0000,261
2003-03-11,12.0000,,,1.0000,0,13.0000,225.0000,238
2003-03-12,8.0000,,,,0,8.0000,182.0000,190
2003-03-13,5.0000,1.0000,,,0,6.0000,180.0000,186
2003-03-14,2.0000,,,,0,2.0000,88.0000,90
2003-03-16,4.0000,1.0000,,,0,5.0000,74.0000,79
2003-03-17,5.0000,,,,0,5.0000,200.0000,205
2003-03-18,14.0000,1.0000,,,0,15.0000,184.0000,199
2003-03-19,2.0000,1.0000,,,0,3.0000,171.0000,174
2003-03-20,10.0000,1.0000,,,0,11.0000,188.0000,199
2003-03-21,1.0000,,,,0,1.0000,112.0000,113
2003-03-23,4.0000,,,,0,4.0000,79.0000,83
2003-03-24,5.0000,,,,0,5.0000,227.0000,232
2003-03-25,7.0000,,,,0,7.0000,215.0000,222
2003-03-26,5.0000,1.0000,,,0,6.0000,233.0000,239
2003-03-27,3.0000,1.0000,,,0,4.0000,249.0000,253
2003-03-28,4.0000,,,,0,4.0000,129.0000,133
2003-03-30,4.0000,,,,0,4.0000,98.0000,102
2003-03-31,8.0000,,,,0,8.0000,250.0000,258
2003-04-01,4.0000,,,,0,4.0000,183.0000,187
2003-04-02,2.0000,,,,0,2.0000,182.0000,184
2003-04-03,5.0000,,,,0,5.0000,180.0000,185
2003-04-04,2.0000,,,,0,2.0000,136.0000,138
2003-04-06,4.0000,,,,0,4.0000,83.0000,87
2003-04-07,2.0000,,,,0,2.0000,230.0000,232
2003-04-08,8.0000,,,,0,8.0000,178.0000,186
2003-04-09,13.0000,,,,0,13.0000,209.0000,222
2003-04-10,15.0000,1.0000,,,0,16.0000,198.0000,214
2003-04-11,5.0000,,,,0,5.0000,149.0000,154
2003-04-13,6.0000,,,,0,6.0000,87.0000,93
2003-04-14,9.0000,1.0000,,,0,10.0000,239.0000,249
2003-04-15,12.0000,2.0000,,,0,14.0000,228.0000,242
2003-04-16,7.0000,1.0000,,,0,8.0000,195.0000,203
2003-04-17,9.0000,2.0000,,,0,11.0000,222.0000,233
2003-04-18,18.0000,,,,0,18.0000,181.0000,199
2003-04-20,7.0000,,,,0,7.0000,45.0000,52
2003-04-21,27.0000,1.0000,,,0,28.0000,305.0000,333
2003-04-22,7.0000,1.0000,,,0,8.0000,228.0000,236
2003-04-23,10.0000,1.0000,,,0,11.0000,231.0000,242
2003-04-24,9.0000,2.0000,,,0,11.0000,187.0000,198
2003-04-25,2.0000,,,,0,2.0000,105.0000,107
2003-04-27,17.0000,,,,0,17.0000,65.0000,82
2003-04-28,14.0000,1.0000,,,0,15.0000,253.0000,268
2003-04-29,7.0000,,1.0000,,0,8.0000,183.0000,191
2003-04-30,11.0000,2.0000,1.0000,,0,14.0000,173.0000,187
2003-05-01,7.0000,1.0000,,,0,8.0000,192.0000,200
2003-05-02,2.0000,,,,0,2.0000,106.0000,108
2003-05-04,12.0000,1.0000,,,0,13.0000,91.0000,104
2003-05-05,23.0000,1.0000,,,0,24.0000,286.0000,310
2003-05-06,7.0000,,,,0,7.0000,206.0000,213
2003-05-07,8.0000,1.0000,,,0,9.0000,177.0000,186
2003-05-08,10.0000,1.0000,,,0,11.0000,137.0000,148
2003-05-09,3.0000,,,,0,3.0000,108.0000,111
2003-05-11,7.0000,,,,0,7.0000,80.0000,87
2003-05-12,5.0000,,,,0,5.0000,176.0000,181
2003-05-13,7.0000,1.0000,,,0,8.0000,156.0000,164
2003-05-14,4.0000,1.0000,,,0,5.0000,205.0000,210
2003-05-15,9.0000,1.0000,,,0,10.0000,174.0000,184
2003-05-16,5.0000,,,,0,5.0000,118.0000,123
2003-05-18,2.0000,,,,0,2.0000,55.0000,57
2003-05-19,7.0000,1.0000,,,0,8.0000,174.0000,182
2003-05-20,6.0000,2.0000,,,0,8.0000,176.0000,184
2003-05-21,7.0000,1.0000,,,0,8.0000,177.0000,185
2003-05-22,13.0000,4.0000,,1.0000,0,18.0000,196.0000,214
2003-05-23,1.0000,,,,0,1.0000,58.0000,59
2003-05-25,10.0000,,,,0,10.0000,88.0000,98
2003-05-26,15.0000,,,,0,15.0000,162.0000,177
2003-05-27,8.0000,1.0000,,,0,9.0000,155.0000,164
2003-05-28,4.0000,,,,0,4.0000,177.0000,181
2003-05-29,1.0000,1.0000,,,0,2.0000,182.0000,184
2003-06-01,3.0000,,,,0,3.0000,84.0000,87
2003-06-02,6.0000,1.0000,,,0,7.0000,192.0000,199
2003-06-03,8.0000,1.0000,,,0,9.0000,214.0000,223
2003-06-04,3.0000,1.0000,,,0,4.0000,211.0000,215
2003-06-05,8.0000,1.0000,,,0,9.0000,179.0000,188
2003-06-06,3.0000,,,,0,3.0000,101.0000,104
2003-06-08,5.0000,1.0000,,,0,6.0000,78.0000,84
2003-06-09,8.0000,1.0000,,,0,9.0000,188.0000,197
2003-06-10,10.0000,,,,0,10.0000,196.0000,206
2003-06-11,3.0000,1.0000,,,0,4.0000,202.0000,206
2003-06-12,11.0000,3.0000,,,0,14.0000,205.0000,219
2003-06-13,6.0000,,,,0,6.0000,98.0000,104
2003-06-15,7.0000,2.0000,,,0,9.0000,79.0000,88
2003-06-16,13.0000,,,,0,13.0000,205.0000,218
2003-06-17,9.0000,1.0000,,,0,10.0000,205.0000,215
2003-06-18,9.0000,1.0000,,,0,10.0000,161.0000,171
2003-06-19,10.0000,1.0000,,,0,11.0000,161.0000,172
2003-06-22,2.0000,1.0000,,,0,3.0000,79.0000,82
2003-06-23,6.0000,1.0000,,,0,7.0000,208.0000,215
2003-06-24,13.0000,,,,0,13.0000,237.0000,250
2003-06-25,9.0000,2.0000,,,0,11.0000,199.0000,210
2003-06-26,10.0000,1.0000,,,0,11.0000,188.0000,199
2003-06-27,1.0000,,,,0,1.0000,124.0000,125
2003-06-29,10.0000,,,,0,10.0000,88.0000,98
2003-06-30,12.0000,,,,0,12.0000,210.0000,222
2003-07-01,9.0000,1.0000,,,0,10.0000,249.0000,259
2003-07-02,10.0000,1.0000,,,0,11.0000,257.0000,268
2003-07-03,20.0000,4.0000,,,0,24.0000,203.0000,227
2003-07-04,2.0000,,,,0,2.0000,140.0000,142
2003-07-06,9.0000,1.0000,,,0,10.0000,91.0000,101
