20250801 000000;1.320060;1.320070;1.320020;1.320030;0
20250801 000100;1.320060;1.320130;1.320010;1.320090;0
20250801 000200;1.320080;1.320120;1.319990;1.320100;0
20250801 000300;1.320080;1.320120;1.319980;1.319980;0
20250801 000400;1.319970;1.319970;1.319850;1.319850;0
20250801 000500;1.319840;1.319910;1.319810;1.319880;0
20250801 000600;1.319870;1.319870;1.319680;1.319700;0
20250801 000700;1.319680;1.319710;1.319640;1.319640;0
20250801 000800;1.319610;1.319670;1.319580;1.319640;0
20250801 000900;1.319670;1.319700;1.319660;1.319670;0
20250801 001000;1.319640;1.319770;1.319590;1.319770;0
20250801 001100;1.319750;1.319810;1.319680;1.319810;0
20250801 001200;1.319780;1.319840;1.319660;1.319830;0
20250801 001300;1.319830;1.319890;1.319710;1.319730;0
20250801 001400;1.319710;1.319830;1.319630;1.319630;0
20250801 001500;1.319630;1.319760;1.319600;1.319620;0
20250801 001600;1.319610;1.319630;1.319550;1.319550;0
20250801 001700;1.319550;1.319550;1.319370;1.319380;0
20250801 001800;1.319410;1.319470;1.319390;1.319450;0
20250801 001900;1.319460;1.319480;1.319450;1.319450;0
20250801 002000;1.319470;1.319480;1.319440;1.319470;0
20250801 002100;1.319480;1.319540;1.319410;1.319460;0
20250801 002200;1.319470;1.319560;1.319460;1.319550;0
20250801 002300;1.319570;1.319570;1.319530;1.319530;0
20250801 002400;1.319560;1.319610;1.319550;1.319580;0
20250801 002500;1.319560;1.319660;1.319460;1.319660;0
20250801 002600;1.319650;1.319740;1.319530;1.319670;0
20250801 002700;1.319650;1.319670;1.319640;1.319640;0
20250801 002800;1.319640;1.319660;1.319520;1.319560;0
20250801 002900;1.319570;1.319630;1.319560;1.319630;0
20250801 003000;1.319630;1.319660;1.319570;1.319600;0
20250801 003100;1.319590;1.319710;1.319570;1.319680;0
20250801 003200;1.319680;1.319750;1.319650;1.319670;0
20250801 003300;1.319700;1.319860;1.319660;1.319800;0
20250801 003400;1.319800;1.319930;1.319790;1.319920;0
20250801 003500;1.319910;1.319950;1.319910;1.319930;0
20250801 003600;1.319930;1.319940;1.319880;1.319900;0
20250801 003700;1.319920;1.319930;1.319870;1.319880;0
20250801 003800;1.319900;1.319900;1.319850;1.319860;0
20250801 003900;1.319870;1.320070;1.319820;1.320070;0
20250801 004000;1.320090;1.320090;1.319870;1.319870;0
20250801 004100;1.319880;1.319910;1.319860;1.319900;0
20250801 004200;1.319910;1.319950;1.319860;1.319860;0
20250801 004300;1.319860;1.319860;1.319770;1.319770;0
20250801 004400;1.319770;1.319840;1.319730;1.319840;0
20250801 004500;1.319860;1.319860;1.319720;1.319740;0
20250801 004600;1.319720;1.319730;1.319660;1.319660;0
20250801 004700;1.319680;1.319680;1.319660;1.319670;0
20250801 004800;1.319650;1.319650;1.319550;1.319580;0
20250801 004900;1.319590;1.319620;1.319530;1.319540;0
20250801 005000;1.319540;1.319630;1.319520;1.319580;0
20250801 005100;1.319600;1.319620;1.319560;1.319580;0
20250801 005200;1.319580;1.319720;1.319560;1.319720;0
20250801 005300;1.319720;1.319890;1.319710;1.319880;0
20250801 005400;1.319920;1.319950;1.319920;1.319930;0
20250801 005500;1.319950;1.319950;1.319820;1.319820;0
20250801 005600;1.319840;1.319850;1.319740;1.319750;0
20250801 005700;1.319750;1.319770;1.319730;1.319770;0
20250801 005800;1.319850;1.319870;1.319820;1.319850;0
20250801 005900;1.319860;1.319890;1.319850;1.319870;0
20250801 010000;1.319850;1.319870;1.319530;1.319550;0
20250801 010100;1.319560;1.319670;1.319530;1.319550;0
20250801 010200;1.319550;1.319790;1.319540;1.319750;0
20250801 010300;1.319740;1.319740;1.319630;1.319650;0
20250801 010400;1.319640;1.319680;1.319620;1.319660;0
20250801 010500;1.319650;1.319770;1.319650;1.319760;0
20250801 010600;1.319770;1.319870;1.319770;1.319820;0
20250801 010700;1.319830;1.319980;1.319810;1.319980;0
20250801 010800;1.319980;1.320000;1.319940;1.319940;0
20250801 010900;1.319950;1.320040;1.319890;1.319940;0
20250801 011000;1.319970;1.319970;1.319840;1.319840;0
20250801 011100;1.319840;1.319880;1.319750;1.319750;0
20250801 011200;1.319770;1.319830;1.319740;1.319770;0
20250801 011300;1.319760;1.319860;1.319760;1.319860;0
20250801 011400;1.319870;1.319870;1.319740;1.319740;0
20250801 011500;1.319740;1.319740;1.319640;1.319670;0
20250801 011600;1.319670;1.319680;1.319640;1.319670;0
20250801 011700;1.319660;1.319690;1.319650;1.319690;0
20250801 011800;1.319680;1.319680;1.319670;1.319670;0
20250801 011900;1.319690;1.319860;1.319690;1.319760;0
