datetime;open;high;low;close;volume
2013-01-01T22:00;1.625590;1.625590;1.625530;1.625530;0
2013-01-01T22:01;1.625540;1.625550;1.625270;1.625270;0
2013-01-01T22:03;1.625560;1.625560;1.624050;1.624050;0
2013-01-01T22:04;1.624750;1.624750;1.623650;1.623850;0
2013-01-01T22:05;1.623830;1.624080;1.623450;1.623660;0
2013-01-01T22:06;1.623700;1.624240;1.623650;1.624240;0
2013-01-01T22:07;1.624250;1.624250;1.623980;1.623980;0
2013-01-01T22:08;1.623990;1.624230;1.623670;1.624210;0
2013-01-01T22:09;1.624180;1.624230;1.623940;1.624190;0
2013-01-01T22:10;1.624110;1.624280;1.624110;1.624230;0
2013-01-01T22:11;1.624210;1.624270;1.624210;1.624210;0
2013-01-01T22:12;1.624180;1.624180;1.623700;1.623850;0
2013-01-01T22:13;1.623950;1.624290;1.623650;1.624140;0
2013-01-01T22:14;1.624190;1.624850;1.623860;1.624500;0
2013-01-01T22:15;1.624520;1.624750;1.624410;1.624730;0
2013-01-01T22:16;1.624780;1.624970;1.624490;1.624560;0
2013-01-01T22:17;1.624610;1.624650;1.624400;1.624400;0
2013-01-01T22:18;1.624430;1.624500;1.624350;1.624350;0
2013-01-01T22:19;1.624750;1.624850;1.624520;1.624520;0
2013-01-01T22:20;1.624620;1.624950;1.624620;1.624800;0
2013-01-01T22:21;1.624780;1.624950;1.624770;1.624770;0
2013-01-01T22:22;1.624780;1.625350;1.624750;1.625100;0
2013-01-01T22:23;1.625060;1.625060;1.624650;1.624910;0
2013-01-01T22:24;1.624900;1.625010;1.624690;1.625000;0
2013-01-01T22:25;1.624870;1.625130;1.624650;1.624800;0
2013-01-01T22:26;1.624700;1.625090;1.624600;1.624600;0
2013-01-01T22:27;1.624730;1.625000;1.624650;1.624850;0
2013-01-01T22:28;1.624650;1.624890;1.624580;1.624600;0
2013-01-01T22:29;1.624580;1.625050;1.624580;1.624700;0
2013-01-01T22:30;1.624920;1.625390;1.624650;1.625000;0
2013-01-01T22:31;1.625050;1.625050;1.625000;1.625000;0
2013-01-01T22:32;1.624980;1.625000;1.624950;1.624950;0
2013-01-01T22:33;1.625010;1.625250;1.625000;1.625250;0
2013-01-01T22:34;1.625150;1.625150;1.624950;1.624950;0
2013-01-01T22:35;1.625150;1.625150;1.624380;1.625100;0
2013-01-01T22:36;1.624710;1.625350;1.624710;1.625130;0
2013-01-01T22:37;1.625080;1.625470;1.624750;1.625420;0
2013-01-01T22:38;1.625400;1.625560;1.625140;1.625400;0
2013-01-01T22:39;1.625450;1.625500;1.625350;1.625380;0
2013-01-01T22:40;1.625540;1.625540;1.625350;1.625380;0
2013-01-01T22:41;1.625370;1.625550;1.625370;1.625400;0
2013-01-01T22:42;1.625450;1.625620;1.625400;1.625540;0
2013-01-01T22:43;1.625520;1.625610;1.625490;1.625610;0
2013-01-01T22:44;1.625560;1.625560;1.625420;1.625520;0
2013-01-01T22:45;1.625470;1.626040;1.625470;1.625840;0
2013-01-01T22:46;1.625940;1.625940;1.625310;1.625400;0
2013-01-01T22:47;1.625600;1.625650;1.625400;1.625650;0
2013-01-01T22:48;1.625520;1.625650;1.625250;1.625420;0
2013-01-01T22:49;1.625350;1.625650;1.625200;1.625300;0
2013-01-01T22:50;1.625310;1.625550;1.625200;1.625320;0
2013-01-01T22:51;1.625350;1.625650;1.625220;1.625580;0
2013-01-01T22:52;1.625670;1.625750;1.625270;1.625550;0
2013-01-01T22:53;1.625370;1.625750;1.625370;1.625460;0
2013-01-01T22:54;1.625450;1.625610;1.625350;1.625510;0
2013-01-01T22:55;1.625460;1.625880;1.625350;1.625790;0
2013-01-01T22:56;1.625780;1.625970;1.625500;1.625790;0
2013-01-01T22:57;1.625710;1.626040;1.625480;1.625580;0
2013-01-01T22:58;1.625630;1.625720;1.625120;1.625450;0
2013-01-01T22:59;1.625280;1.625680;1.625090;1.625440;0
2013-01-01T23:00;1.625310;1.625600;1.625070;1.625280;0
2013-01-01T23:01;1.625240;1.625480;1.624380;1.624580;0
2013-01-01T23:02;1.624700;1.624800;1.624400;1.624530;0
2013-01-01T23:03;1.624510;1.624780;1.624020;1.624050;0
2013-01-01T23:04;1.624060;1.624080;1.624020;1.624070;0
2013-01-01T23:05;1.624080;1.624240;1.624010;1.624200;0
2013-01-01T23:06;1.624240;1.624900;1.624160;1.624630;0
2013-01-01T23:07;1.624580;1.624830;1.624050;1.624090;0
2013-01-01T23:08;1.624100;1.624150;1.623850;1.624090;0
2013-01-01T23:09;1.624070;1.624120;1.624070;1.624100;0
2013-01-01T23:10;1.624110;1.624110;1.624060;1.624070;0
2013-01-01T23:11;1.624090;1.624100;1.624000;1.624050;0
2013-01-01T23:12;1.624010;1.624050;1.624000;1.624010;0
2013-01-01T23:13;1.624050;1.624070;1.624000;1.624050;0
2013-01-01T23:14;1.624040;1.624220;1.624000;1.624220;0
2013-01-01T23:15;1.624190;1.624280;1.624170;1.624280;0
2013-01-01T23:16;1.624250;1.624490;1.624150;1.624490;0
2013-01-01T23:17;1.624480;1.624480;1.624360;1.624370;0
2013-01-01T23:18;1.624350;1.624370;1.624320;1.624320;0
2013-01-01T23:19;1.624370;1.624370;1.624360;1.624360;0
2013-01-01T23:20;1.624330;1.624360;1.624250;1.624250;0
2013-01-01T23:21;1.624280;1.624390;1.624250;1.624290;0
2013-01-01T23:22;1.624280;1.624510;1.624170;1.624510;0
2013-01-01T23:25;1.624550;1.624550;1.624270;1.624270;0
2013-01-01T23:26;1.624250;1.624250;1.624160;1.624200;0
2013-01-01T23:27;1.624210;1.624260;1.624200;1.624200;0
2013-01-01T23:28;1.624260;1.624270;1.624230;1.624230;0
2013-01-01T23:29;1.624270;1.624290;1.624270;1.624270;0
2013-01-01T23:35;1.624250;1.624270;1.624250;1.624270;0
2013-01-01T23:36;1.624240;1.624270;1.624240;1.624240;0
2013-01-01T23:37;1.624270;1.624270;1.624220;1.624240;0
2013-01-01T23:38;1.624270;1.624270;1.624240;1.624240;0
2013-01-01T23:39;1.624250;1.624280;1.624250;1.624250;0
2013-01-01T23:40;1.624250;1.624250;1.624250;1.624250;0
2013-01-01T23:41;1.624350;1.624370;1.624250;1.624350;0
2013-01-01T23:42;1.624360;1.624360;1.624320;1.624360;0
2013-01-01T23:43;1.624370;1.624370;1.624370;1.624370;0
2013-01-01T23:44;1.624260;1.624420;1.624260;1.624390;0
2013-01-01T23:45;1.624380;1.624380;1.624380;1.624380;0
2013-01-01T23:47;1.624350;1.624380;1.624350;1.624380;0
2013-01-01T23:51;1.624410;1.624410;1.624410;1.624410;0
2013-01-01T23:52;1.624410;1.624420;1.624350;1.624350;0
2013-01-01T23:54;1.624380;1.624380;1.624380;1.624380;0
2013-01-01T23:56;1.624390;1.624410;1.624370;1.624400;0
2013-01-01T23:57;1.624390;1.624390;1.624370;1.624380;0
2013-01-01T23:58;1.624390;1.624390;1.624380;1.624380;0
2013-01-01T23:59;1.624370;1.624390;1.624330;1.624370;0
2013-01-02T00:00;1.624400;1.624430;1.624340;1.624340;0
2013-01-02T00:01;1.624320;1.624350;1.624050;1.624100;0
2013-01-02T00:02;1.624110;1.625520;1.624080;1.625160;0
2013-01-02T00:03;1.625210;1.625390;1.625210;1.625360;0
2013-01-02T00:04;1.625350;1.625460;1.625220;1.625370;0
2013-01-02T00:05;1.625400;1.626960;1.625150;1.626340;0
2013-01-02T00:06;1.626440;1.626900;1.625900;1.626570;0
2013-01-02T00:07;1.626560;1.626660;1.626440;1.626440;0
2013-01-02T00:08;1.626450;1.626490;1.625280;1.625420;0
2013-01-02T00:09;1.625450;1.625680;1.625250;1.625490;0
2013-01-02T00:10;1.625480;1.625900;1.625330;1.625630;0
2013-01-02T00:11;1.625500;1.626170;1.625450;1.626090;0
2013-01-02T00:12;1.626080;1.626210;1.626080;1.626190;0
2013-01-02T00:13;1.626180;1.626180;1.625740;1.625980;0
2013-01-02T00:14;1.625990;1.626020;1.625980;1.626020;0
2013-01-02T00:15;1.626010;1.626010;1.625530;1.625670;0
2013-01-02T00:16;1.625710;1.626190;1.625710;1.626190;0
2013-01-02T00:17;1.626180;1.626190;1.626100;1.626110;0
2013-01-02T00:18;1.626100;1.626200;1.626010;1.626190;0
2013-01-02T00:19;1.626170;1.626200;1.626100;1.626130;0
2013-01-02T00:20;1.626090;1.626120;1.626080;1.626090;0
2013-01-02T00:21;1.626080;1.626100;1.626030;1.626090;0
2013-01-02T00:22;1.626100;1.626100;1.626030;1.626030;0
2013-01-02T00:23;1.626040;1.626040;1.626020;1.626040;0
2013-01-02T00:24;1.626030;1.626070;1.625990;1.625990;0
2013-01-02T00:25;1.625980;1.625990;1.625890;1.625920;0
2013-01-02T00:26;1.625910;1.625990;1.625880;1.625910;0
2013-01-02T00:27;1.625900;1.625910;1.625810;1.625820;0
2013-01-02T00:28;1.625740;1.625780;1.625500;1.625500;0
2013-01-02T00:29;1.625520;1.625600;1.625480;1.625500;0
2013-01-02T00:30;1.625480;1.625490;1.625460;1.625460;0
2013-01-02T00:31;1.625480;1.625600;1.625460;1.625520;0
2013-01-02T00:32;1.625510;1.625530;1.625510;1.625520;0
2013-01-02T00:33;1.625510;1.625540;1.625470;1.625470;0
2013-01-02T00:34;1.625430;1.625550;1.625420;1.625450;0
2013-01-02T00:35;1.625430;1.625450;1.625310;1.625320;0
2013-01-02T00:36;1.625310;1.625320;1.625260;1.625260;0
2013-01-02T00:37;1.625310;1.625380;1.625310;1.625310;0
2013-01-02T00:39;1.625360;1.625370;1.625220;1.625220;0
2013-01-02T00:40;1.625190;1.625310;1.625110;1.625310;0
2013-01-02T00:41;1.625350;1.625350;1.625290;1.625310;0
2013-01-02T00:42;1.625320;1.625320;1.625310;1.625320;0
2013-01-02T00:43;1.625270;1.625280;1.625210;1.625250;0
2013-01-02T00:44;1.625210;1.625210;1.625210;1.625210;0
2013-01-02T00:45;1.625200;1.625280;1.625200;1.625280;0
2013-01-02T00:46;1.625250;1.625280;1.625210;1.625260;0
2013-01-02T00:47;1.625280;1.625330;1.625260;1.625320;0
2013-01-02T00:48;1.625310;1.625330;1.625310;1.625320;0
2013-01-02T00:49;1.625350;1.625380;1.625270;1.625290;0
2013-01-02T00:50;1.625300;1.625310;1.625110;1.625200;0
2013-01-02T00:51;1.625210;1.625560;1.625190;1.625550;0
2013-01-02T00:52;1.625560;1.625850;1.625530;1.625650;0
2013-01-02T00:53;1.625710;1.625720;1.625690;1.625710;0
2013-01-02T00:54;1.625700;1.625730;1.625700;1.625730;0
2013-01-02T00:55;1.625740;1.625740;1.625720;1.625740;0
2013-01-02T00:56;1.625720;1.625740;1.625500;1.625510;0
2013-01-02T00:57;1.625500;1.625550;1.625500;1.625540;0
2013-01-02T00:58;1.625530;1.625540;1.625530;1.625530;0
2013-01-02T00:59;1.625530;1.625550;1.625520;1.625550;0
2013-01-02T01:00;1.625560;1.625670;1.625560;1.625650;0
2013-01-02T01:01;1.625640;1.625790;1.625630;1.625780;0
2013-01-02T01:02;1.625770;1.625820;1.625740;1.625750;0
2013-01-02T01:03;1.625700;1.625750;1.625430;1.625480;0
2013-01-02T01:04;1.625450;1.625600;1.625440;1.625600;0
2013-01-02T01:05;1.625570;1.625650;1.625570;1.625650;0
2013-01-02T01:06;1.625660;1.625660;1.625660;1.625660;0
2013-01-02T01:07;1.625680;1.625680;1.625640;1.625650;0
2013-01-02T01:08;1.625660;1.625840;1.625630;1.625820;0
2013-01-02T01:09;1.625810;1.625850;1.625640;1.625660;0
2013-01-02T01:10;1.625640;1.625680;1.625610;1.625610;0
2013-01-02T01:11;1.625750;1.625780;1.625650;1.625770;0
2013-01-02T01:12;1.625750;1.625780;1.625730;1.625760;0
2013-01-02T01:13;1.625780;1.625780;1.625700;1.625700;0
2013-01-02T01:14;1.625720;1.625780;1.625710;1.625770;0
2013-01-02T01:15;1.625760;1.625800;1.625730;1.625770;0
2013-01-02T01:16;1.625780;1.625910;1.625750;1.625840;0
2013-01-02T01:17;1.625830;1.627380;1.625830;1.627380;0
2013-01-02T01:18;1.627360;1.627380;1.626160;1.626250;0
2013-01-02T01:19;1.626240;1.626330;1.625950;1.626250;0
2013-01-02T01:20;1.626280;1.626370;1.625960;1.626270;0
2013-01-02T01:21;1.626240;1.626380;1.626110;1.626110;0
2013-01-02T01:22;1.626130;1.626360;1.626110;1.626340;0
2013-01-02T01:23;1.626380;1.626810;1.626340;1.626810;0
2013-01-02T01:24;1.626820;1.626920;1.626800;1.626910;0
2013-01-02T01:25;1.626900;1.626920;1.626800;1.626870;0
2013-01-02T01:26;1.626860;1.626950;1.626830;1.626910;0
2013-01-02T01:27;1.626920;1.626920;1.626700;1.626850;0
2013-01-02T01:28;1.626830;1.627020;1.626770;1.626860;0
2013-01-02T01:29;1.626840;1.626890;1.626760;1.626880;0
2013-01-02T01:30;1.626890;1.626890;1.626880;1.626890;0
2013-01-02T01:31;1.626880;1.627740;1.626880;1.627680;0
2013-01-02T01:32;1.627690;1.628560;1.627690;1.628080;0
2013-01-02T01:33;1.628180;1.628290;1.628000;1.628070;0
2013-01-02T01:34;1.628080;1.628160;1.627960;1.628130;0
2013-01-02T01:35;1.628140;1.628140;1.628050;1.628050;0
2013-01-02T01:36;1.628070;1.628240;1.627900;1.628240;0
2013-01-02T01:37;1.628200;1.628290;1.628040;1.628160;0
2013-01-02T01:38;1.628150;1.628490;1.628140;1.628490;0
2013-01-02T01:39;1.628440;1.629120;1.628380;1.628920;0
2013-01-02T01:40;1.628910;1.629050;1.628560;1.628560;0
2013-01-02T01:41;1.628550;1.628660;1.628520;1.628630;0
2013-01-02T01:42;1.628670;1.629000;1.628630;1.628980;0
2013-01-02T01:43;1.628990;1.629100;1.628960;1.629060;0
2013-01-02T01:44;1.629080;1.629290;1.629050;1.629290;0
2013-01-02T01:45;1.629300;1.629730;1.629290;1.629560;0
2013-01-02T01:46;1.629570;1.629620;1.629430;1.629500;0
2013-01-02T01:47;1.629490;1.629880;1.629490;1.629850;0
2013-01-02T01:48;1.629820;1.629880;1.629810;1.629820;0
2013-01-02T01:49;1.629810;1.629860;1.629730;1.629770;0
2013-01-02T01:50;1.629790;1.629910;1.629730;1.629900;0
2013-01-02T01:51;1.629910;1.629960;1.629840;1.629930;0
2013-01-02T01:52;1.629940;1.630320;1.629910;1.630300;0
2013-01-02T01:53;1.630320;1.630360;1.629820;1.629820;0
2013-01-02T01:54;1.629810;1.629810;1.629390;1.629640;0
2013-01-02T01:55;1.629630;1.629650;1.629500;1.629550;0
2013-01-02T01:56;1.629560;1.629560;1.628800;1.628840;0
2013-01-02T01:57;1.628830;1.628880;1.628500;1.628500;0
2013-01-02T01:58;1.628510;1.628900;1.628510;1.628550;0
2013-01-02T01:59;1.628460;1.629330;1.628340;1.629240;0
2013-01-02T02:00;1.629120;1.630120;1.629120;1.629940;0
2013-01-02T02:01;1.629930;1.630270;1.629910;1.630090;0
2013-01-02T02:02;1.630100;1.630270;1.630020;1.630200;0
2013-01-02T02:03;1.630190;1.630280;1.630050;1.630280;0
2013-01-02T02:04;1.630270;1.631690;1.630210;1.631670;0
2013-01-02T02:05;1.631640;1.631710;1.631500;1.631600;0
2013-01-02T02:06;1.631700;1.632730;1.631650;1.632150;0
2013-01-02T02:07;1.632120;1.632620;1.631940;1.632460;0
2013-01-02T02:08;1.632410;1.632410;1.631880;1.632280;0
2013-01-02T02:09;1.632270;1.632270;1.632050;1.632060;0
2013-01-02T02:10;1.632220;1.632490;1.632050;1.632330;0
2013-01-02T02:11;1.632340;1.633060;1.632340;1.633050;0
2013-01-02T02:12;1.633070;1.633570;1.633070;1.633250;0
2013-01-02T02:13;1.633220;1.633500;1.632860;1.633450;0
2013-01-02T02:14;1.633460;1.633530;1.633260;1.633280;0
2013-01-02T02:15;1.633300;1.633670;1.633220;1.633580;0
2013-01-02T02:16;1.633590;1.633820;1.633590;1.633770;0
2013-01-02T02:17;1.633740;1.634080;1.633720;1.633880;0
2013-01-02T02:18;1.633830;1.633880;1.633720;1.633770;0
2013-01-02T02:19;1.633790;1.634200;1.633740;1.634170;0
2013-01-02T02:20;1.634130;1.634220;1.634080;1.634080;0
2013-01-02T02:21;1.634090;1.634130;1.634080;1.634080;0
2013-01-02T02:22;1.634090;1.634630;1.634040;1.634460;0
2013-01-02T02:23;1.634450;1.634790;1.634410;1.634770;0
2013-01-02T02:24;1.634750;1.635350;1.634740;1.635130;0
2013-01-02T02:25;1.635110;1.635180;1.634990;1.635130;0
2013-01-02T02:26;1.635180;1.635180;1.635110;1.635130;0
2013-01-02T02:27;1.635140;1.635150;1.634520;1.634550;0
2013-01-02T02:28;1.634530;1.634650;1.633960;1.633960;0
2013-01-02T02:29;1.633970;1.634120;1.633970;1.634040;0
2013-01-02T02:30;1.634050;1.634100;1.634020;1.634080;0
