20250701 000000;1.373800;1.373900;1.373710;1.373900;0
20250701 000100;1.373910;1.373970;1.373840;1.373960;0
20250701 000200;1.373950;1.373980;1.373840;1.373860;0
20250701 000300;1.373850;1.373990;1.373800;1.373970;0
20250701 000400;1.373970;1.373990;1.373840;1.373910;0
20250701 000500;1.373920;1.373920;1.373700;1.373730;0
20250701 000600;1.373750;1.373930;1.373660;1.373930;0
20250701 000700;1.373940;1.373950;1.373820;1.373930;0
20250701 000800;1.373910;1.374110;1.373900;1.374110;0
20250701 000900;1.374050;1.374260;1.374020;1.374190;0
20250701 001000;1.374190;1.374350;1.374130;1.374290;0
20250701 001100;1.374280;1.374360;1.374260;1.374300;0
20250701 001200;1.374300;1.374370;1.374300;1.374360;0
20250701 001300;1.374380;1.374540;1.374330;1.374540;0
20250701 001400;1.374510;1.374510;1.374400;1.374460;0
20250701 001500;1.374440;1.374470;1.374370;1.374450;0
20250701 001600;1.374430;1.374520;1.374400;1.374500;0
20250701 001700;1.374500;1.374530;1.374450;1.374510;0
20250701 001800;1.374520;1.374630;1.374500;1.374540;0
20250701 001900;1.374550;1.374590;1.374510;1.374520;0
20250701 002000;1.374530;1.374550;1.374460;1.374530;0
20250701 002100;1.374520;1.374560;1.374490;1.374550;0
20250701 002200;1.374550;1.374690;1.374530;1.374680;0
20250701 002300;1.374670;1.374670;1.374590;1.374610;0
20250701 002400;1.374590;1.374610;1.374580;1.374590;0
20250701 002500;1.374590;1.374720;1.374580;1.374720;0
20250701 002600;1.374650;1.374700;1.374650;1.374680;0
20250701 002700;1.374650;1.374710;1.374580;1.374620;0
20250701 002800;1.374570;1.374650;1.374530;1.374580;0
20250701 002900;1.374580;1.374580;1.374410;1.374440;0
20250701 003000;1.374440;1.374450;1.374380;1.374410;0
20250701 003100;1.374410;1.374410;1.374220;1.374270;0
20250701 003200;1.374290;1.374350;1.374260;1.374290;0
20250701 003300;1.374280;1.374280;1.374210;1.374210;0
20250701 003400;1.374140;1.374160;1.374120;1.374130;0
20250701 003500;1.374100;1.374110;1.374070;1.374100;0
20250701 003600;1.374110;1.374330;1.374110;1.374260;0
20250701 003700;1.374220;1.374310;1.374190;1.374210;0
20250701 003800;1.374230;1.374250;1.374190;1.374190;0
20250701 003900;1.374210;1.374220;1.373940;1.373950;0
20250701 004000;1.373950;1.373970;1.373850;1.373870;0
20250701 004100;1.373840;1.373870;1.373810;1.373870;0
20250701 004200;1.373870;1.374010;1.373870;1.373970;0
20250701 004300;1.373950;1.373980;1.373870;1.373870;0
20250701 004400;1.373860;1.373860;1.373770;1.373820;0
20250701 004500;1.373820;1.373850;1.373760;1.373830;0
20250701 004600;1.373840;1.373960;1.373840;1.373950;0
20250701 004700;1.373960;1.374010;1.373930;1.373960;0
20250701 004800;1.373990;1.374000;1.373920;1.373930;0
20250701 004900;1.373940;1.374120;1.373920;1.374050;0
20250701 005000;1.374050;1.374050;1.373860;1.373890;0
20250701 005100;1.373880;1.373960;1.373860;1.373870;0
20250701 005200;1.373860;1.373920;1.373860;1.373880;0
20250701 005300;1.373890;1.373990;1.373850;1.373860;0
20250701 005400;1.373850;1.373940;1.373770;1.373900;0
20250701 005500;1.373870;1.373910;1.373650;1.373650;0
20250701 005600;1.373690;1.373690;1.373620;1.373620;0
20250701 005700;1.373620;1.373710;1.373610;1.373710;0
20250701 005800;1.373690;1.373970;1.373690;1.373970;0
20250701 005900;1.373970;1.374080;1.373970;1.374080;0
20250701 010000;1.374100;1.374190;1.374020;1.374020;0
20250701 010100;1.374020;1.374100;1.373950;1.374090;0
20250701 010200;1.374100;1.374200;1.374100;1.374200;0
20250701 010300;1.374190;1.374370;1.374160;1.374240;0
20250701 010400;1.374270;1.374270;1.374110;1.374130;0
20250701 010500;1.374110;1.374400;1.374090;1.374330;0
20250701 010600;1.374320;1.374320;1.374190;1.374210;0
20250701 010700;1.374200;1.374210;1.374090;1.374120;0
20250701 010800;1.374120;1.374150;1.374070;1.374080;0
20250701 010900;1.374090;1.374110;1.374010;1.374030;0
20250701 011000;1.374020;1.374150;1.374020;1.374150;0
20250701 011100;1.374140;1.374280;1.374110;1.374240;0
20250701 011200;1.374220;1.374360;1.374220;1.374280;0
20250701 011300;1.374290;1.374290;1.374180;1.374270;0
20250701 011400;1.374310;1.374360;1.374200;1.374210;0
20250701 011500;1.374210;1.374210;1.374100;1.374100;0
20250701 011600;1.374090;1.374180;1.374010;1.374050;0
20250701 011700;1.374050;1.374080;1.373950;1.373950;0
20250701 011800;1.373950;1.374100;1.373950;1.373980;0
20250701 011900;1.373970;1.373970;1.373890;1.373940;0
20250701 012000;1.373930;1.373950;1.373830;1.373890;0
20250701 012100;1.373900;1.374090;1.373900;1.374080;0
20250701 012200;1.374080;1.374150;1.374070;1.374080;0
20250701 012300;1.374090;1.374130;1.374010;1.374120;0
20250701 012400;1.374110;1.374160;1.374110;1.374160;0
20250701 012500;1.374160;1.374180;1.374120;1.374170;0
20250701 012600;1.374170;1.374390;1.374170;1.374370;0
20250701 012700;1.374380;1.374410;1.374200;1.374410;0
20250701 012800;1.374400;1.374520;1.374400;1.374470;0
20250701 012900;1.374460;1.374520;1.374390;1.374460;0
20250701 013000;1.374500;1.374660;1.374470;1.374490;0
20250701 013100;1.374480;1.374530;1.374470;1.374490;0
20250701 013200;1.374490;1.374550;1.374470;1.374520;0
20250701 013300;1.374500;1.374520;1.374400;1.374490;0
20250701 013400;1.374450;1.374550;1.374440;1.374490;0
20250701 013500;1.374480;1.374590;1.374470;1.374480;0
20250701 013600;1.374480;1.374580;1.374470;1.374540;0
20250701 013700;1.374530;1.374730;1.374520;1.374730;0
20250701 013800;1.374730;1.374820;1.374720;1.374760;0
20250701 013900;1.374780;1.374800;1.374500;1.374500;0
20250701 014000;1.374500;1.374530;1.374430;1.374500;0
20250701 014100;1.374500;1.374510;1.374360;1.374390;0
20250701 014200;1.374380;1.374460;1.374250;1.374250;0
20250701 014300;1.374250;1.374350;1.374210;1.374350;0
20250701 014400;1.374340;1.374440;1.374340;1.374410;0
20250701 014500;1.374410;1.374410;1.374000;1.374020;0
20250701 014600;1.374050;1.374260;1.374030;1.374180;0
20250701 014700;1.374180;1.374390;1.374180;1.374350;0
