20250202 170000;1.228550;1.229090;1.228450;1.228890;0
20250202 170100;1.228920;1.230930;1.228890;1.230890;0
20250202 170200;1.230070;1.230270;1.230070;1.230270;0
20250202 170300;1.230670;1.230670;1.230670;1.230670;0
20250202 170400;1.230590;1.230600;1.230590;1.230600;0
20250202 170500;1.230600;1.231000;1.230590;1.230950;0
20250202 170600;1.230970;1.231150;1.230660;1.230990;0
20250202 170700;1.230990;1.231040;1.230980;1.231030;0
20250202 170800;1.231030;1.231210;1.230650;1.230650;0
20250202 170900;1.230640;1.230980;1.229980;1.230880;0
20250202 171000;1.230830;1.230850;1.230820;1.230850;0
20250202 171100;1.230870;1.231110;1.230870;1.231010;0
20250202 171200;1.231020;1.231130;1.231010;1.231040;0
20250202 171300;1.231050;1.231070;1.230920;1.230950;0
20250202 171400;1.230920;1.231210;1.230920;1.231210;0
20250202 171500;1.231200;1.231270;1.231180;1.231270;0
20250202 171600;1.231260;1.231270;1.231230;1.231230;0
20250202 171700;1.231220;1.231240;1.231180;1.231180;0
20250202 171800;1.231180;1.231180;1.231150;1.231160;0
20250202 171900;1.231150;1.231160;1.231150;1.231160;0
20250202 172000;1.231130;1.231130;1.231040;1.231040;0
20250202 172100;1.231040;1.231050;1.231030;1.231050;0
20250202 172200;1.231040;1.231050;1.231040;1.231050;0
20250202 172300;1.231050;1.231080;1.231040;1.231070;0
20250202 172400;1.231070;1.231080;1.231050;1.231070;0
20250202 172500;1.231060;1.231130;1.231040;1.231120;0
20250202 172600;1.231110;1.231240;1.231110;1.231190;0
20250202 172700;1.231180;1.231190;1.231030;1.231030;0
20250202 172800;1.231030;1.231450;1.231030;1.231440;0
20250202 172900;1.231440;1.231450;1.231440;1.231440;0
20250202 173000;1.231440;1.231450;1.231440;1.231440;0
20250202 173100;1.231450;1.231450;1.231080;1.231090;0
20250202 173200;1.231080;1.231090;1.231060;1.231060;0
20250202 173300;1.231030;1.231040;1.230990;1.231000;0
20250202 173400;1.231000;1.231030;1.231000;1.231020;0
20250202 173500;1.231020;1.231040;1.231020;1.231030;0
20250202 173600;1.231030;1.231360;1.231010;1.231010;0
20250202 173700;1.230950;1.230970;1.230950;1.230970;0
20250202 173800;1.230960;1.230990;1.230950;1.230990;0
20250202 173900;1.230970;1.230970;1.230950;1.230960;0
20250202 174000;1.231010;1.231190;1.230970;1.231040;0
20250202 174100;1.231040;1.231040;1.231040;1.231040;0
20250202 174200;1.231070;1.231180;1.231060;1.231070;0
20250202 174300;1.231030;1.231030;1.231030;1.231030;0
20250202 174400;1.230980;1.230990;1.230970;1.230990;0
20250202 174500;1.230950;1.230950;1.230570;1.230890;0
20250202 174600;1.230890;1.231020;1.230590;1.230840;0
20250202 174700;1.230780;1.230840;1.230750;1.230770;0
