date,5–15 min,15–30 min,30–60 min,60–180 min,≥180 min,bucketed_total,lt_5_min,all_gaps_total
2020-02-11,2.0000,,,0,0,2.0000,25.0000,27
2020-03-29,,,1.0000,0,0,1.0000,3.0000,4
2020-03-30,1.0000,,,0,0,1.0000,3.0000,4
2020-05-24,1.0000,,,0,0,1.0000,13.0000,14
2020-06-23,1.0000,,,0,0,1.0000,10.0000,11
2020-08-09,1.0000,,,0,0,1.0000,13.0000,14
2020-08-11,1.0000,,,0,0,1.0000,5.0000,6
2020-08-16,1.0000,,,0,0,1.0000,9.0000,10
2020-08-24,1.0000,,,0,0,1.0000,12.0000,13
2020-08-25,2.0000,,,0,0,2.0000,13.0000,15
2020-08-27,1.0000,,,0,0,1.0000,13.0000,14
2020-09-03,1.0000,,,0,0,1.0000,8.0000,9
2020-09-09,1.0000,,,0,0,1.0000,7.0000,8
2020-09-10,1.0000,,,0,0,1.0000,7.0000,8
2020-09-14,1.0000,,,0,0,1.0000,9.0000,10
2020-09-15,1.0000,,,0,0,1.0000,12.0000,13
2020-09-24,1.0000,,,0,0,1.0000,10.0000,11
2020-09-29,1.0000,,,0,0,1.0000,16.0000,17
2020-10-05,2.0000,,,0,0,2.0000,10.0000,12
2020-10-19,1.0000,,,0,0,1.0000,10.0000,11
2020-12-03,1.0000,,,0,0,1.0000,11.0000,12
2020-12-10,1.0000,,,0,0,1.0000,10.0000,11
2020-12-24,1.0000,1.0000,,0,0,2.0000,25.0000,27
2020-12-28,1.0000,,,0,0,1.0000,10.0000,11
