20250401 000000;1.293300;1.293300;1.293230;1.293250;0
20250401 000100;1.293260;1.293420;1.293250;1.293390;0
20250401 000200;1.293390;1.293400;1.293330;1.293360;0
20250401 000300;1.293360;1.293420;1.293360;1.293380;0
20250401 000400;1.293400;1.293400;1.293380;1.293380;0
20250401 000500;1.293470;1.293620;1.293470;1.293620;0
20250401 000600;1.293630;1.293680;1.293630;1.293660;0
20250401 000700;1.293660;1.293780;1.293600;1.293660;0
20250401 000800;1.293650;1.293670;1.293620;1.293650;0
20250401 000900;1.293670;1.293750;1.293670;1.293750;0
20250401 001000;1.293770;1.293820;1.293760;1.293760;0
20250401 001100;1.293760;1.293770;1.293620;1.293640;0
20250401 001200;1.293600;1.293600;1.293540;1.293540;0
20250401 001300;1.293560;1.293560;1.293380;1.293450;0
20250401 001400;1.293470;1.293530;1.293400;1.293500;0
20250401 001500;1.293500;1.293540;1.293490;1.293540;0
20250401 001600;1.293570;1.293640;1.293560;1.293640;0
20250401 001700;1.293640;1.293650;1.293500;1.293530;0
20250401 001800;1.293540;1.293590;1.293540;1.293560;0
20250401 001900;1.293550;1.293550;1.293480;1.293500;0
20250401 002000;1.293500;1.293500;1.293380;1.293380;0
20250401 002100;1.293380;1.293450;1.293340;1.293360;0
20250401 002200;1.293370;1.293480;1.293370;1.293460;0
20250401 002300;1.293480;1.293570;1.293460;1.293560;0
20250401 002400;1.293560;1.293570;1.293490;1.293490;0
20250401 002500;1.293480;1.293490;1.293400;1.293440;0
20250401 002600;1.293420;1.293440;1.293330;1.293340;0
20250401 002700;1.293360;1.293390;1.293340;1.293350;0
20250401 002800;1.293360;1.293390;1.293350;1.293350;0
20250401 002900;1.293380;1.293440;1.293370;1.293400;0
20250401 003000;1.293390;1.293490;1.293390;1.293480;0
20250401 003100;1.293500;1.293550;1.293460;1.293490;0
20250401 003200;1.293490;1.293540;1.293480;1.293510;0
20250401 003300;1.293500;1.293540;1.293460;1.293530;0
20250401 003400;1.293530;1.293670;1.293530;1.293630;0
20250401 003500;1.293630;1.293730;1.293600;1.293700;0
20250401 003600;1.293720;1.293820;1.293720;1.293770;0
20250401 003700;1.293820;1.293880;1.293820;1.293860;0
20250401 003800;1.293870;1.293970;1.293860;1.293950;0
20250401 003900;1.293930;1.293990;1.293830;1.293840;0
20250401 004000;1.293810;1.293860;1.293780;1.293860;0
20250401 004100;1.293850;1.293850;1.293740;1.293800;0
20250401 004200;1.293790;1.293860;1.293760;1.293760;0
