date,5–15 min,15–30 min,30–60 min,60–180 min,≥180 min,bucketed_total,lt_5_min,all_gaps_total
2024-01-15,,,1.0000,0,0,1.0000,32.0000,33
2024-01-16,,,1.0000,0,0,1.0000,0.0000,1
2024-03-31,,,1.0000,0,0,1.0000,3.0000,4
2024-04-28,1.0000,,,0,0,1.0000,12.0000,13
2024-05-12,1.0000,,,0,0,1.0000,5.0000,6
2024-05-26,1.0000,,,0,0,1.0000,17.0000,18
2024-06-06,1.0000,,,0,0,1.0000,19.0000,20
2024-06-18,1.0000,,,0,0,1.0000,26.0000,27
2024-06-19,1.0000,,,0,0,1.0000,71.0000,72
2024-06-24,1.0000,,,0,0,1.0000,19.0000,20
2024-07-04,5.0000,,,0,0,5.0000,67.0000,72
2024-07-08,2.0000,,,0,0,2.0000,27.0000,29
2024-07-22,1.0000,,,0,0,1.0000,16.0000,17
2024-07-29,1.0000,,,0,0,1.0000,11.0000,12
2024-10-13,1.0000,,,0,0,1.0000,4.0000,5
2024-12-24,22.0000,3.0000,,0,0,25.0000,45.0000,70
2024-12-25,3.0000,,,0,0,3.0000,34.0000,37
