date,5–15 min,15–30 min,30–60 min,60–180 min,≥180 min,bucketed_total,lt_5_min,all_gaps_total
2001-01-02,12.0000,1.0000,,,0,13.0000,205.0000,218
2001-01-03,10.0000,1.0000,,,0,11.0000,194.0000,205
2001-01-04,2.0000,,,,0,2.0000,190.0000,192
2001-01-07,7.0000,1.0000,,,0,8.0000,68.0000,76
2001-01-08,5.0000,,,,0,5.0000,202.0000,207
2001-01-09,6.0000,,,,0,6.0000,217.0000,223
2001-01-10,4.0000,,,,0,4.0000,237.0000,241
2001-01-21,7.0000,,,,0,7.0000,54.0000,61
2001-01-22,6.0000,,,,0,6.0000,183.0000,189
2001-01-23,9.0000,,,,0,9.0000,217.0000,226
2001-01-24,5.0000,,,,0,5.0000,222.0000,227
2001-01-25,8.0000,,,,0,8.0000,198.0000,206
2001-01-26,2.0000,,,,0,2.0000,97.0000,99
2001-01-28,7.0000,,,,0,7.0000,70.0000,77
2001-01-29,4.0000,,,,0,4.0000,275.0000,279
2001-01-30,16.0000,,,,0,16.0000,243.0000,259
2001-01-31,3.0000,,,,0,3.0000,242.0000,245
2001-02-01,10.0000,1.0000,,,0,11.0000,238.0000,249
2001-02-02,1.0000,,,,0,1.0000,149.0000,150
2001-02-04,9.0000,,,,0,9.0000,64.0000,73
2001-02-05,10.0000,,,,0,10.0000,312.0000,322
2001-02-06,10.0000,,,,0,10.0000,234.0000,244
2001-02-07,6.0000,,,,0,6.0000,256.0000,262
2001-02-08,14.0000,,,,0,14.0000,253.0000,267
2001-02-09,1.0000,1.0000,,,0,2.0000,123.0000,125
2001-02-11,6.0000,,,,0,6.0000,73.0000,79
2001-02-12,9.0000,,,,0,9.0000,276.0000,285
2001-02-13,6.0000,,,,0,6.0000,273.0000,279
2001-02-14,11.0000,1.0000,,,0,12.0000,258.0000,270
2001-02-15,12.0000,,,,0,12.0000,243.0000,255
2001-02-18,5.0000,,,,0,5.0000,86.0000,91
2001-02-19,8.0000,,,,0,8.0000,173.0000,181
2001-02-20,6.0000,,,,0,6.0000,236.0000,242
2001-02-21,4.0000,,,,0,4.0000,186.0000,190
2001-02-22,2.0000,,,,0,2.0000,202.0000,204
2001-02-23,2.0000,,,,0,2.0000,96.0000,98
2001-02-25,10.0000,,,,0,10.0000,69.0000,79
2001-02-26,9.0000,,,,0,9.0000,235.0000,244
2001-02-27,8.0000,,,,0,8.0000,233.0000,241
2001-02-28,11.0000,,,,0,11.0000,231.0000,242
2001-03-01,11.0000,,,,0,11.0000,216.0000,227
2001-03-02,1.0000,,,,0,1.0000,111.0000,112
2001-03-04,6.0000,,,,0,6.0000,79.0000,85
2001-03-05,8.0000,,,,0,8.0000,286.0000,294
2001-03-06,15.0000,1.0000,,,0,16.0000,252.0000,268
2001-03-07,11.0000,,,,0,11.0000,247.0000,258
2001-03-08,12.0000,2.0000,,,0,14.0000,232.0000,246
2001-03-09,3.0000,,,,0,3.0000,136.0000,139
2001-03-12,10.0000,,1.0000,,0,11.0000,210.0000,221
2001-03-13,14.0000,1.0000,,,0,15.0000,248.0000,263
2001-03-14,10.0000,,,,0,10.0000,191.0000,201
2001-03-15,13.0000,,,1.0000,0,14.0000,194.0000,208
2001-03-18,3.0000,,,,0,3.0000,80.0000,83
2001-03-19,9.0000,,,,0,9.0000,283.0000,292
2001-03-20,8.0000,,,,0,8.0000,241.0000,249
2001-03-21,10.0000,,1.0000,,0,11.0000,210.0000,221
2001-03-22,1.0000,,1.0000,,0,2.0000,229.0000,231
2001-03-25,5.0000,1.0000,,,0,6.0000,75.0000,81
2001-03-26,8.0000,,,,0,8.0000,301.0000,309
2001-03-27,23.0000,,,,0,23.0000,267.0000,290
2001-03-28,10.0000,1.0000,,,0,11.0000,274.0000,285
2001-03-29,6.0000,,,,0,6.0000,233.0000,239
2001-03-30,1.0000,,,,0,1.0000,115.0000,116
2001-04-01,2.0000,,1.0000,,0,3.0000,59.0000,62
2001-04-02,5.0000,,1.0000,1.0000,0,7.0000,249.0000,256
2001-04-03,9.0000,,,,0,9.0000,246.0000,255
2001-04-04,7.0000,,,,0,7.0000,213.0000,220
2001-04-05,3.0000,,,,0,3.0000,228.0000,231
2001-04-06,4.0000,,,,0,4.0000,99.0000,103
2001-04-09,13.0000,,1.0000,,0,14.0000,247.0000,261
2001-04-10,12.0000,,,,0,12.0000,227.0000,239
2001-04-11,13.0000,1.0000,,,0,14.0000,239.0000,253
2001-04-12,22.0000,2.0000,,,0,24.0000,223.0000,247
2001-04-13,26.0000,1.0000,,,0,27.0000,150.0000,177
2001-04-16,18.0000,1.0000,,,0,19.0000,226.0000,245
2001-04-17,13.0000,1.0000,,1.0000,0,15.0000,214.0000,229
2001-04-18,5.0000,,,,0,5.0000,214.0000,219
2001-04-19,4.0000,1.0000,,,0,5.0000,192.0000,197
2001-04-20,1.0000,,,,0,1.0000,93.0000,94
2001-04-22,3.0000,,,,0,3.0000,65.0000,68
2001-04-23,11.0000,,,,0,11.0000,234.0000,245
2001-04-24,13.0000,,,,0,13.0000,234.0000,247
2001-04-25,22.0000,,,,0,22.0000,230.0000,252
2001-04-26,6.0000,,,,0,6.0000,250.0000,256
2001-04-29,14.0000,1.0000,,,0,15.0000,65.0000,80
2001-04-30,16.0000,3.0000,,,0,19.0000,248.0000,267
2001-05-01,17.0000,,,,0,17.0000,268.0000,285
2001-05-02,19.0000,,,,0,19.0000,247.0000,266
2001-05-03,19.0000,2.0000,,,0,21.0000,222.0000,243
2001-05-04,3.0000,,,,0,3.0000,165.0000,168
2001-05-06,12.0000,,,,0,12.0000,64.0000,76
2001-05-07,25.0000,2.0000,,,0,27.0000,303.0000,330
2001-05-08,21.0000,,,,0,21.0000,245.0000,266
2001-05-09,29.0000,3.0000,,,0,32.0000,218.0000,250
2001-05-10,25.0000,3.0000,1.0000,,0,29.0000,253.0000,282
2001-05-11,5.0000,,,,0,5.0000,178.0000,183
2001-05-13,15.0000,,,,0,15.0000,59.0000,74
2001-05-14,44.0000,3.0000,,,0,47.0000,247.0000,294
2001-05-15,15.0000,1.0000,,,0,16.0000,295.0000,311
2001-05-16,16.0000,,,,0,16.0000,259.0000,275
2001-05-17,20.0000,1.0000,,,0,21.0000,266.0000,287
2001-05-18,6.0000,,,,0,6.0000,170.0000,176
2001-05-20,14.0000,,,,0,14.0000,60.0000,74
2001-05-21,15.0000,2.0000,1.0000,,0,18.0000,314.0000,332
2001-05-22,18.0000,1.0000,,,0,19.0000,220.0000,239
2001-05-23,3.0000,,,,0,3.0000,209.0000,212
2001-05-24,11.0000,,,,0,11.0000,266.0000,277
2001-05-25,2.0000,,,,0,2.0000,75.0000,77
2001-05-27,10.0000,2.0000,,,0,12.0000,55.0000,67
2001-05-28,15.0000,,1.0000,,0,16.0000,200.0000,216
2001-05-29,10.0000,,,,0,10.0000,269.0000,279
2001-05-30,14.0000,,,,0,14.0000,294.0000,308
