event_id;event;country;source_tz;local_dt;source;period_label;impact;notes;source_url;retrieved_at_utc
US_ISM_MANUFACTURING_PMI_2025-01-02;ISM Manufacturing PMI;US;America/New_York;2025-01-02T10:00;Institute for Supply Management;2025-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T18:11Z
US_ISM_SERVICES_PMI_2025-01-06;ISM Services PMI;US;America/New_York;2025-01-06T10:00;Institute for Supply Management;2025-01;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T18:11Z
US_PPI_2025-01-14;Producer Price Index (PPI);US;America/New_York;2025-01-14T08:30;U.S. Bureau of Labor Statistics;2025-01;high;;https://www.bls.gov/news.release/archives/ppi_01142025.htm;2025-09-10T18:11Z
US_GDP_2025-01-30;Gross Domestic Product (GDP);US;America/New_York;2025-01-30T08:30;U.S. Bureau of Economic Analysis;2025-01;high;;https://www.bea.gov/sites/default/files/2024-09/2025-News-Release-Schedule.pdf;2025-09-10T18:11Z
US_ISM_MANUFACTURING_PMI_2025-02-03;ISM Manufacturing PMI;US;America/New_York;2025-02-03T10:00;Institute for Supply Management;2025-02;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T18:11Z
US_ISM_SERVICES_PMI_2025-02-05;ISM Services PMI;US;America/New_York;2025-02-05T10:00;Institute for Supply Management;2025-02;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T18:11Z
US_PPI_2025-02-13;Producer Price Index (PPI);US;America/New_York;2025-02-13T08:30;U.S. Bureau of Labor Statistics;2025-02;high;;https://www.bls.gov/news.release/archives/ppi_02132025.htm;2025-09-10T18:11Z
US_GDP_2025-02-27;Gross Domestic Product (GDP);US;America/New_York;2025-02-27T08:30;U.S. Bureau of Economic Analysis;2025-02;high;;https://www.bea.gov/sites/default/files/2024-09/2025-News-Release-Schedule.pdf;2025-09-10T18:11Z
US_ISM_MANUFACTURING_PMI_2025-03-03;ISM Manufacturing PMI;US;America/New_York;2025-03-03T10:00;Institute for Supply Management;2025-03;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T18:11Z
US_ISM_SERVICES_PMI_2025-03-05;ISM Services PMI;US;America/New_York;2025-03-05T10:00;Institute for Supply Management;2025-03;high;;https://www.ismworld.org/supply-management-news-and-reports/reports/rob-report-calendar/;2025-09-10T18:11Z
