20250501 000000;1.330080;1.330260;1.330080;1.330250;0
20250501 000100;1.330240;1.330250;1.329870;1.329920;0
20250501 000200;1.329920;1.329960;1.329850;1.329950;0
20250501 000300;1.329960;1.330030;1.329850;1.329990;0
20250501 000400;1.329980;1.330030;1.329930;1.329950;0
20250501 000500;1.329940;1.329960;1.329670;1.329670;0
20250501 000600;1.329670;1.329730;1.329670;1.329720;0
20250501 000700;1.329750;1.329770;1.329710;1.329710;0
20250501 000800;1.329710;1.329770;1.329650;1.329760;0
20250501 000900;1.329790;1.329800;1.329670;1.329670;0
20250501 001000;1.329670;1.329670;1.329600;1.329620;0
20250501 001100;1.329630;1.329770;1.329620;1.329750;0
20250501 001200;1.329750;1.329790;1.329680;1.329680;0
20250501 001300;1.329660;1.329660;1.329570;1.329610;0
20250501 001400;1.329630;1.330000;1.329630;1.329950;0
20250501 001500;1.329930;1.329930;1.329860;1.329860;0
20250501 001600;1.329850;1.329850;1.329760;1.329780;0
20250501 001700;1.329790;1.329800;1.329690;1.329760;0
20250501 001800;1.329740;1.329740;1.329660;1.329660;0
20250501 001900;1.329670;1.329680;1.329460;1.329470;0
20250501 002000;1.329470;1.329490;1.329410;1.329460;0
20250501 002100;1.329460;1.329770;1.329460;1.329620;0
20250501 002200;1.329620;1.329740;1.329550;1.329550;0
20250501 002300;1.329560;1.329730;1.329550;1.329670;0
20250501 002400;1.329650;1.329650;1.329500;1.329550;0
20250501 002500;1.329540;1.329690;1.329520;1.329690;0
20250501 002600;1.329690;1.329700;1.329570;1.329590;0
20250501 002700;1.329590;1.329700;1.329580;1.329700;0
20250501 002800;1.329700;1.329780;1.329700;1.329750;0
20250501 002900;1.329750;1.329790;1.329730;1.329730;0
20250501 003000;1.329750;1.329760;1.329610;1.329670;0
20250501 003100;1.329690;1.329690;1.329480;1.329480;0
20250501 003200;1.329490;1.329560;1.329460;1.329480;0
20250501 003300;1.329460;1.329490;1.329410;1.329480;0
20250501 003400;1.329470;1.329630;1.329470;1.329630;0
20250501 003500;1.329640;1.329640;1.329470;1.329550;0
20250501 003600;1.329560;1.329560;1.329450;1.329500;0
20250501 003700;1.329510;1.329580;1.329460;1.329550;0
20250501 003800;1.329570;1.329660;1.329540;1.329560;0
20250501 003900;1.329550;1.329580;1.329510;1.329510;0
