date,5–15 min,15–30 min,30–60 min,60–180 min,≥180 min,bucketed_total,lt_5_min,all_gaps_total
2004-01-02,2.0000,,,,0,2.0000,96.0000,98
2004-01-04,1.0000,,,,0,1.0000,47.0000,48
2004-01-05,2.0000,,,,0,2.0000,115.0000,117
2004-01-06,1.0000,,,,0,1.0000,84.0000,85
2004-01-07,,1.0000,,,0,1.0000,47.0000,48
2004-01-08,1.0000,1.0000,,,0,2.0000,115.0000,117
2004-01-09,1.0000,,,,0,1.0000,20.0000,21
2004-01-11,6.0000,,,,0,6.0000,63.0000,69
2004-01-12,1.0000,,,,0,1.0000,45.0000,46
2004-01-13,1.0000,,1.0000,,0,2.0000,69.0000,71
2004-01-14,2.0000,1.0000,,,0,3.0000,58.0000,61
2004-01-15,,,1.0000,,0,1.0000,9.0000,10
2004-01-19,,1.0000,,,0,1.0000,1.0000,2
2004-01-20,,1.0000,,,0,1.0000,0.0000,1
2004-01-21,,1.0000,,,0,1.0000,0.0000,1
2004-01-22,,1.0000,,,0,1.0000,1.0000,2
2004-01-26,,1.0000,,,0,1.0000,0.0000,1
2004-01-27,1.0000,,,,0,1.0000,0.0000,1
2004-01-28,,1.0000,,,0,1.0000,1.0000,2
2004-01-29,1.0000,,,,0,1.0000,59.0000,60
2004-02-01,2.0000,,,,0,2.0000,91.0000,93
2004-02-02,3.0000,,,,0,3.0000,120.0000,123
2004-02-03,3.0000,,,,0,3.0000,93.0000,96
2004-02-04,3.0000,,,,0,3.0000,124.0000,127
2004-02-05,3.0000,,,,0,3.0000,114.0000,117
2004-02-06,,1.0000,,,0,1.0000,59.0000,60
2004-02-09,,1.0000,,,0,1.0000,113.0000,114
2004-02-10,1.0000,1.0000,,,0,2.0000,94.0000,96
2004-02-11,,1.0000,,,0,1.0000,103.0000,104
2004-02-12,1.0000,,1.0000,,0,2.0000,101.0000,103
2004-02-13,1.0000,,,,0,1.0000,52.0000,53
2004-02-15,1.0000,,,,0,1.0000,82.0000,83
2004-02-16,8.0000,1.0000,,,0,9.0000,202.0000,211
2004-02-17,2.0000,1.0000,,,0,3.0000,122.0000,125
2004-02-18,1.0000,,,,0,1.0000,64.0000,65
2004-02-19,,,1.0000,,0,1.0000,75.0000,76
2004-02-22,1.0000,,,,0,1.0000,49.0000,50
2004-02-23,,1.0000,,,0,1.0000,109.0000,110
2004-02-24,1.0000,1.0000,,,0,2.0000,115.0000,117
2004-02-25,1.0000,,1.0000,,0,2.0000,93.0000,95
2004-02-26,1.0000,1.0000,,,0,2.0000,126.0000,128
2004-02-29,4.0000,,,,0,4.0000,57.0000,61
2004-03-01,2.0000,1.0000,,,0,3.0000,117.0000,120
2004-03-02,,1.0000,,,0,1.0000,71.0000,72
2004-03-03,,1.0000,,,0,1.0000,65.0000,66
2004-03-04,2.0000,1.0000,,,0,3.0000,94.0000,97
2004-03-08,1.0000,1.0000,,,0,2.0000,49.0000,51
2004-03-09,1.0000,1.0000,,,0,2.0000,31.0000,33
2004-03-10,,1.0000,,,0,1.0000,40.0000,41
2004-03-11,,1.0000,,,0,1.0000,15.0000,16
2004-03-14,3.0000,,,,0,3.0000,49.0000,52
2004-03-15,1.0000,1.0000,,,0,2.0000,59.0000,61
2004-03-16,,1.0000,,,0,1.0000,37.0000,38
2004-03-17,1.0000,1.0000,,,0,2.0000,38.0000,40
2004-03-18,,1.0000,,,0,1.0000,36.0000,37
2004-03-22,,1.0000,,,0,1.0000,51.0000,52
2004-03-23,,1.0000,,,0,1.0000,54.0000,55
2004-03-24,,1.0000,,,0,1.0000,32.0000,33
2004-03-25,,1.0000,,,0,1.0000,48.0000,49
2004-03-29,1.0000,1.0000,,,0,2.0000,92.0000,94
2004-03-30,,1.0000,1.0000,,0,2.0000,72.0000,74
2004-03-31,,,1.0000,,0,1.0000,79.0000,80
2004-04-01,3.0000,,1.0000,,0,4.0000,87.0000,91
2004-04-05,1.0000,1.0000,,,0,2.0000,77.0000,79
2004-04-06,1.0000,1.0000,,,0,2.0000,60.0000,62
2004-04-07,2.0000,1.0000,,,0,3.0000,97.0000,100
